dataset,explainer_name,true_label_as_target,hard_mask,topk,1-fidelity_acc-,1-fidelity_gnn_acc-,1-fidelity_gnn_prob-,1-fidelity_prob-,charact_acc,charact_gnn_acc,charact_gnn_prob,charact_prob,edge_mask_size_init,edge_mask_sparsity_init,explain_graph,fidelity_acc+,fidelity_acc-,fidelity_gnn_acc+,fidelity_gnn_acc-,fidelity_gnn_prob+,fidelity_gnn_prob-,fidelity_prob+,fidelity_prob-,groundtruth target,initial_edge_mask_mask_entropy,initial_edge_mask_mask_size,initial_edge_mask_max_avg,mask_entropy,mask_size,max_avg,num_test,num_test_final,number_of_edges,seed,test_acc,test_f1-score,test_prec,test_recall,test_roc_auc,time,train_acc,train_f1-score,train_prec,train_recall,train_roc_auc
ebay_small,basic_gnnexplainer,False,False,1,,0.638,0.7946473777294158,,,0.014870792079207922,0.009357919851512787,,51.384,0.9999660755773077,0.0,,,0.008,0.362,0.0047094673849641805,0.20535262227058407,,,0.0,2.362009519054152,51.384,0.16624218736006888,0.0,1.0,1.0,100.0,100.0,1514661.0,2.0,0.9585270758122743,0.592783609902443,0.5674527306946976,0.6701241197432054,0.6701241197432054,3.9267399999999997,0.956957596884104,0.5876545073838566,0.5638265763983409,0.6634600221033107,0.6634600221033106
ebay_small,basic_gnnexplainer,False,False,5,,0.78,0.8478292047977447,,,0.027465730074213136,0.031013847456814247,,51.384,0.9999660755773077,0.0,,,0.014000000000000002,0.22000000000000003,0.01579989586025472,0.15217079520225518,,,0.0,2.362009519054152,51.384,0.16624218736006888,1.5813821203891922,4.992,0.989352562198674,100.0,100.0,1514661.0,2.0,0.9585270758122743,0.592783609902443,0.5674527306946976,0.6701241197432054,0.6701241197432054,3.9267399999999997,0.956957596884104,0.5876545073838566,0.5638265763983409,0.6634600221033107,0.6634600221033106
ebay_small,basic_gnnexplainer,False,False,10,,0.85,0.8936159282922744,,,0.052843053514157745,0.05634931470335963,,51.384,0.9999660755773077,0.0,,,0.027999999999999997,0.15,0.029122665151953664,0.1063840717077255,,,0.0,2.362009519054152,51.384,0.16624218736006888,2.103734969445395,9.876000000000001,0.9022839106152517,100.0,100.0,1514661.0,2.0,0.9585270758122743,0.592783609902443,0.5674527306946976,0.6701241197432054,0.6701241197432054,3.9267399999999997,0.956957596884104,0.5876545073838566,0.5638265763983409,0.6634600221033107,0.6634600221033106
ebay_small,basic_gnnexplainer,False,False,15,,0.89,0.9106544211506844,,,0.08599575003593436,0.07592640781742614,,51.384,0.9999660755773077,0.0,,,0.046,0.11000000000000001,0.03963944315910334,0.08934557884931561,,,0.0,2.362009519054152,51.384,0.16624218736006888,2.2389499578927685,14.521999999999997,0.7488087870292338,100.0,100.0,1514661.0,2.0,0.9585270758122743,0.592783609902443,0.5674527306946976,0.6701241197432054,0.6701241197432054,3.9267399999999997,0.956957596884104,0.5876545073838566,0.5638265763983409,0.6634600221033107,0.6634600221033106
ebay_small,basic_gnnexplainer,False,False,20,,0.892,0.9110327288508415,,,0.0860245605771813,0.07664431393542184,,51.384,0.9999660755773077,0.0,,,0.046,0.10800000000000001,0.04003341495990749,0.08896727114915845,,,0.0,2.362009519054152,51.384,0.16624218736006888,2.2684268461092487,18.546,0.5124635804871098,100.0,100.0,1514661.0,2.0,0.9585270758122743,0.592783609902443,0.5674527306946976,0.6701241197432054,0.6701241197432054,3.9267399999999997,0.956957596884104,0.5876545073838566,0.5638265763983409,0.6634600221033107,0.6634600221033106
ebay_small,basic_gnnexplainer,False,False,25,,0.892,0.9113472402095795,,,0.0860245605771813,0.07671623782966547,,51.384,0.9999660755773077,0.0,,,0.046,0.10800000000000001,0.0400726124644279,0.08865275979042048,,,0.0,2.362009519054152,51.384,0.16624218736006888,2.279218226085526,21.49,0.39386413702403056,100.0,100.0,1514661.0,2.0,0.9585270758122743,0.592783609902443,0.5674527306946976,0.6701241197432054,0.6701241197432054,3.9267399999999997,0.956957596884104,0.5876545073838566,0.5638265763983409,0.6634600221033107,0.6634600221033106
ebay_small,basic_gnnexplainer,False,False,50,,0.9,0.9122383430600166,,,0.08610969775251871,0.07672860848375321,,51.384,0.9999660755773077,0.0,,,0.046,0.1,0.04007679149508472,0.08776165693998332,,,0.0,2.362009519054152,51.384,0.16624218736006888,2.305181209650482,28.052,0.16676544577769742,100.0,100.0,1514661.0,2.0,0.9585270758122743,0.592783609902443,0.5674527306946976,0.6701241197432054,0.6701241197432054,3.9267399999999997,0.956957596884104,0.5876545073838566,0.5638265763983409,0.6634600221033107,0.6634600221033106
ebay_small,basic_gnnexplainer,False,False,100,,0.9040000000000001,0.9144318133592606,,,0.09349848356987597,0.08010952973170041,,51.384,0.9999660755773077,0.0,,,0.05,0.096,0.0419021144509315,0.0855681866407394,,,0.0,2.362009519054152,51.384,0.16624218736006888,2.3249697719421105,30.878000000000004,0.16662203716947116,100.0,100.0,1514661.0,2.0,0.9585270758122743,0.592783609902443,0.5674527306946976,0.6701241197432054,0.6701241197432054,3.9267399999999997,0.956957596884104,0.5876545073838566,0.5638265763983409,0.6634600221033107,0.6634600221033106
ebay_small,basic_gnnexplainer,False,True,1,,0.6679999999999999,0.8046648561954498,,,0.07373961391847451,0.03989183849258021,,51.38800000000001,0.9999660729364527,0.0,,,0.04,0.33199999999999996,0.02047962862998244,0.19533514380455014,,,0.0,2.3783375337409876,51.38800000000001,0.22139486010559678,0.0,1.0,1.0,100.0,100.0,1514661.0,2.0,0.9585270758122743,0.592783609902443,0.5674527306946976,0.6701241197432054,0.6701241197432054,3.8800600000000003,0.956957596884104,0.5876545073838566,0.5638265763983409,0.6634600221033107,0.6634600221033106
ebay_small,basic_gnnexplainer,False,True,5,,0.808,0.887961582839489,,,0.08963992829278519,0.053298665968067524,,51.38800000000001,0.9999660729364527,0.0,,,0.048,0.192,0.02756351493299004,0.112038417160511,,,0.0,2.3783375337409876,51.38800000000001,0.22139486010559678,1.5800460809397983,4.996,0.9890214674621228,100.0,100.0,1514661.0,2.0,0.9585270758122743,0.592783609902443,0.5674527306946976,0.6701241197432054,0.6701241197432054,3.8800600000000003,0.956957596884104,0.5876545073838566,0.5638265763983409,0.6634600221033107,0.6634600221033106
