dataset,explain_graph,explainer_name,true_label_as_target,hard_mask,seed,gnn_train_scores__prec,gnn_train_scores__recall,gnn_train_scores__f1-score,gnn_train_scores__acc,gnn_train_scores__roc_auc,gnn_test_scores__prec,gnn_test_scores__recall,gnn_test_scores__f1-score,gnn_test_scores__acc,gnn_test_scores__roc_auc,initial_edge_mask_infos__mask_size,initial_edge_mask_infos__mask_entropy,initial_edge_mask_infos__max_avg,infos__dataset,infos__explainer,infos__number_of_edges,infos__num_test,infos__num_test_final,infos__groundtruth target,infos__time,infos__edge_mask_sparsity_init,infos__edge_mask_size_init,transformed_mask_infos__mask_entropy,transformed_mask_infos__mask_size,transformed_mask_infos__max_avg,transformed_mask_infos__topk,fidelity__fidelity_acc+,fidelity__fidelity_acc-,fidelity__fidelity_prob+,fidelity__fidelity_prob-,fidelity__topk,fidelity__fidelity_gnn_acc+,fidelity__fidelity_gnn_acc-,fidelity__fidelity_gnn_prob+,fidelity__fidelity_gnn_prob-
ebay_small,False,basic_gnnexplainer,False,False,0.0,0.5619207978578572,0.6885011348720045,0.5881861756831832,0.9509774928111648,0.6885011348720046,0.5659954573709304,0.6959206894734271,0.5940054058098144,0.953164861612515,0.6959206894734271,75.83,2.4236249485481447,0.1607331993867778,ebay_small,basic_gnnexplainer,1514661,100,100,False,4.1667,0.9999499359922784,75.83,0.0,1.0,1.0,1,,,,,1,0.01,0.96,0.0036628514062613,0.2650287747383117
ebay_small,False,basic_gnnexplainer,False,False,1.0,0.5682352089106748,0.6795587410642697,0.5953268368540299,0.9568544048525424,0.6795587410642697,0.5700300541862092,0.6776654844208366,0.5972569472185278,0.9587003610108303,0.6776654844208366,31.05,2.283430161668666,0.19033733595635163,ebay_small,basic_gnnexplainer,1514661,100,100,False,3.8625,0.9999795003634483,31.05,0.0,1.0,1.0,1,,,,,1,0.01,0.0,0.005914515350013971,0.2086491733789444
ebay_small,False,basic_gnnexplainer,False,False,2.0,0.5591885503070272,0.6751770508907978,0.5838054539045088,0.951518621757159,0.6751770508907978,0.5652483263800872,0.6897325388418534,0.5926140180923042,0.9537424789410349,0.6897325388418533,30.18,2.250835188017803,0.08196654465645427,ebay_small,basic_gnnexplainer,1514661,100,100,False,3.9475,0.9999800747493994,30.18,0.0,1.0,1.0,1,,,,,1,0.01,0.85,0.006570721045136452,0.22141210734844208
ebay_small,False,basic_gnnexplainer,False,False,3.0,0.5599217980158324,0.6012169759919533,0.5744746128303841,0.966556972698157,0.6012169759919532,0.5617095131030287,0.6101087481906368,0.5780910656430688,0.9660649819494584,0.6101087481906369,82.51,2.4440110706304954,0.18850901896400188,ebay_small,basic_gnnexplainer,1514661,100,100,False,3.7746,0.9999455257645112,82.51,0.0,1.0,1.0,1,,,,,1,0.01,0.0,0.004739286378026009,0.17828327417373657
ebay_small,False,basic_gnnexplainer,False,False,4.0,0.5698665269003128,0.6728462076975276,0.5964794576471767,0.958880492301497,0.6728462076975276,0.5742803024332319,0.6771931377892731,0.6019506127485,0.9609626955475331,0.6771931377892731,37.35,2.4081462264056523,0.20966483783675915,ebay_small,basic_gnnexplainer,1514661,100,100,False,3.8824,0.9999753410169009,37.35,0.0,1.0,1.0,1,,,,,1,0.0,0.0,0.002659962745383382,0.15338978171348572
ebay_small,False,basic_gnnexplainer,False,False,0.0,0.5619207978578572,0.6885011348720045,0.5881861756831832,0.9509774928111648,0.6885011348720046,0.5659954573709304,0.6959206894734271,0.5940054058098144,0.953164861612515,0.6959206894734271,75.83,2.4236249485481447,0.1607331993867778,ebay_small,basic_gnnexplainer,1514661,100,100,False,4.1667,0.9999499359922784,75.83,1.5873891325758074,5.0,0.9993122549056658,5,,,,,5,0.01,0.62,0.0126188853755593,0.1945181488990783
ebay_small,False,basic_gnnexplainer,False,False,1.0,0.5682352089106748,0.6795587410642697,0.5953268368540299,0.9568544048525424,0.6795587410642697,0.5700300541862092,0.6776654844208366,0.5972569472185278,0.9587003610108303,0.6776654844208366,31.05,2.283430161668666,0.19033733595635163,ebay_small,basic_gnnexplainer,1514661,100,100,False,3.8625,0.9999795003634483,31.05,1.5430748036402426,4.97,0.9691798636976315,5,,,,,5,0.01,0.01,0.018299434334039688,0.15112094581127167
ebay_small,False,basic_gnnexplainer,False,False,2.0,0.5591885503070272,0.6751770508907978,0.5838054539045088,0.951518621757159,0.6751770508907978,0.5652483263800872,0.6897325388418534,0.5926140180923042,0.9537424789410349,0.6897325388418533,30.18,2.250835188017803,0.08196654465645427,ebay_small,basic_gnnexplainer,1514661,100,100,False,3.9475,0.9999800747493994,30.18,1.5835290945135083,5.0,0.9894195715050274,5,,,,,5,0.01,0.38,0.014288272708654404,0.15321236848831177
ebay_small,False,basic_gnnexplainer,False,False,3.0,0.5599217980158324,0.6012169759919533,0.5744746128303841,0.966556972698157,0.6012169759919532,0.5617095131030287,0.6101087481906368,0.5780910656430688,0.9660649819494584,0.6101087481906369,82.51,2.4440110706304954,0.18850901896400188,ebay_small,basic_gnnexplainer,1514661,100,100,False,3.7746,0.9999455257645112,82.51,1.5995348839226597,5.0,0.9993515274613003,5,,,,,5,0.02,0.05,0.015653856098651886,0.14035673439502716
ebay_small,False,basic_gnnexplainer,False,False,4.0,0.5698665269003128,0.6728462076975276,0.5964794576471767,0.958880492301497,0.6728462076975276,0.5742803024332319,0.6771931377892731,0.6019506127485,0.9609626955475331,0.6771931377892731,37.35,2.4081462264056523,0.20966483783675915,ebay_small,basic_gnnexplainer,1514661,100,100,False,3.8824,0.9999753410169009,37.35,1.593382687293743,4.99,0.9894995934237457,5,,,,,5,0.02,0.04,0.018139030784368515,0.12164577841758728
