dataset,topk,explainer_name,num_test_nodes,gpu,f1_score,recall,precision,auc,fidelity_acc+,fidelity_acc-,fidelity_prob+,fidelity_prob-,mask_sparsity,expl_edges,time,number_of_edges,mask_sparsity_init,non_zero_values_init
syn1,10,distance,100.0,1.0,0.8270989843489844,0.895,0.7778492063492063,0.83857308443143,0.38,0.33,0.32771092653274536,0.22602228820323944,0.9975670576095581,10.0,0.0162,4110.0,0.00917518248175182,4072.29
syn1,10,gnnexplainer,100.0,1.0,0.3933427405927406,0.44,0.36043253968253963,0.6504864161379532,0.21,0.52,0.07983522862195969,0.41599124670028687,0.9975670576095581,10.0,5.4596,4110.0,0.9376058394160586,256.44
syn1,10,ig_node,100.0,1.0,0.4157575757575757,0.38166666666666665,0.45666666666666655,0.6902192126240442,0.05,0.53,0.05447244271636009,0.43593674898147583,0.9975670576095581,10.0,0.1592,4110.0,0.05082238442822385,3901.12
syn1,10,occlusion,100.0,1.0,0.04,0.05333333333333333,0.032,0.5121795184642915,0.25,0.49,0.19612018764019012,0.447654128074646,0.9975670576095581,10.0,0.569,4110.0,0.00024330900243307862,4109.0
syn1,10,pagerank,100.0,1.0,0.8636363636363634,0.7916666666666665,0.95,0.8957942898975112,0.53,0.05,0.4879054129123688,-0.005111034493893385,0.9975670576095581,10.0,0.02,4110.0,0.00048661800486615725,4108.0
syn1,10,pgmexplainer,100.0,1.0,0.556969696969697,0.5116666666666667,0.6113333333333333,0.7554168700178949,0.33,0.43,0.29882025718688965,0.3080212473869324,0.9975670576095581,10.0,3.6561,4110.0,0.8182092457420923,747.16
syn1,10,random,100.0,1.0,0.00375,0.005,0.0030000000000000005,0.5000332479258175,0.0,0.53,-0.005056187976151705,0.48388195037841797,0.9975670576095581,10.0,0.0001,4110.0,0.00024330900243307862,4109.0
syn1,10,sa_node,100.0,1.0,0.023636363636363632,0.021666666666666664,0.026000000000000002,0.5096498291849683,0.02,0.53,0.003380207810550928,0.49470680952072144,0.9975670576095581,10.0,0.0037,4110.0,0.00048661800486615725,4108.0
syn1,10,subgraphx,100.0,1.0,0.7963792873792873,0.7816666666666667,0.8330714285714287,-1.0,0.46,0.23,0.40329769253730774,0.12567348778247833,0.9976789355278015,9.54,0.9834,4110.0,0.9473430656934309,10.92
syn1,20,distance,100.0,1.0,0.5980330371383001,0.9883333333333334,0.42966379892037787,0.9616153204815358,0.51,0.07,0.471139520406723,-0.0028329743072390556,0.995133638381958,20.0,0.0163,4110.0,0.00917518248175182,4072.29
syn1,20,gnnexplainer,100.0,1.0,0.4605222290534579,0.65,0.3747499540363317,0.7551319749471286,0.19,0.47,0.1340373009443283,0.3533525764942169,0.9954791069030762,18.58,2.7393,4110.0,0.9376058394160586,256.44
syn1,20,ig_node,100.0,1.0,0.3362151702786377,0.5183333333333333,0.24915184815184815,0.7579315113063282,0.05,0.5,0.05447244271636009,0.4365707337856293,0.995133638381958,20.0,0.141,4110.0,0.05082238442822385,3901.12
syn1,20,occlusion,100.0,1.0,0.024615384615384612,0.05333333333333333,0.016,0.5109919472913618,0.25,0.49,0.19612018764019012,0.447654128074646,0.995133638381958,20.0,0.5947,4110.0,0.00024330900243307862,4109.0
syn1,20,pagerank,100.0,1.0,0.7499999999999999,1.0,0.6,0.9998910037416625,0.53,0.02,0.4879054129123688,-0.013646120205521584,0.995133638381958,20.0,0.0195,4110.0,0.00048661800486615725,4108.0
syn1,20,pgmexplainer,100.0,1.0,0.4905800653594771,0.6883333333333332,0.3824219114219115,0.8432747681795999,0.33,0.32,0.3346470892429352,0.2145494669675827,0.995133638381958,20.0,3.9266,4110.0,0.8174549878345495,750.26
syn1,20,random,100.0,1.0,0.006153846153846153,0.013333333333333332,0.004,0.5009034895070766,0.0,0.53,0.005360130686312914,0.48756515979766846,0.995133638381958,20.0,0.0,4110.0,0.00024330900243307862,4109.0
syn1,20,sa_node,100.0,1.0,0.021764705882352943,0.03166666666666667,0.01659090909090909,0.5134659183341468,0.05,0.53,0.0031489422544837,0.5083696842193604,0.995133638381958,20.0,0.0035,4110.0,0.00048661800486615725,4108.0
syn1,20,subgraphx,100.0,1.0,0.7997662337662338,0.7983333333333333,0.8213571428571429,-1.0,0.45,0.18,0.4063229262828827,0.07853450626134872,0.9970850348472595,11.98,0.936,4110.0,0.9473284671532849,10.98
syn1,40,distance,100.0,1.0,0.30892327138796966,1.0,0.18273860381277943,0.9801436676427526,0.53,0.05,0.4879054129123688,-0.02014072611927986,0.9902675747871399,40.0,0.0136,4110.0,0.00917518248175182,4072.29
