dataset,topk,explainer_name,num_test_nodes,gpu,f1_score,recall,precision,auc,fidelity_acc+,fidelity_acc-,fidelity_prob+,fidelity_prob-,mask_sparsity,expl_edges,time,number_of_edges,mask_sparsity_init,non_zero_values_init
syn1,40,gnnexplainer,100.0,1.0,0.4661942521956099,0.7466666666666667,0.3695657928320887,0.8472292378395965,0.29,0.32,0.24668563902378082,0.24747733771800995,0.9924038052558899,31.22,3.8814,4110.0,0.9376058394160586,256.44
syn1,40,ig_node,100.0,1.0,0.18362742445971914,0.5183333333333333,0.11217219640263115,0.7567561412070929,0.05,0.48,0.054472412914037704,0.43291953206062317,0.9902675747871399,40.0,0.3197,4110.0,0.05082238442822385,3901.12
syn1,40,occlusion,100.0,1.0,0.013913043478260872,0.05333333333333333,0.008,0.5086168049455019,0.25,0.49,0.19612018764019012,0.447654128074646,0.9902675747871399,40.0,0.5039,4110.0,0.00024330900243307862,4109.0
syn1,40,pagerank,100.0,1.0,0.4615384615384615,1.0,0.3,0.9998910037416625,0.53,0.0,0.4879054129123688,-0.0063207452185451984,0.9902675747871399,40.0,0.0226,4110.0,0.00048661800486615725,4108.0
syn1,40,pgmexplainer,100.0,1.0,0.34934246120788875,0.73,0.23336613676719822,0.8633101512933139,0.39,0.23,0.37054741382598877,0.17001810669898987,0.9908855557441711,37.46,3.5027,4110.0,0.8198734793187346,740.32
syn1,40,random,100.0,1.0,0.00391304347826087,0.015,0.0022500000000000003,0.498880449812917,0.01,0.53,0.008300707675516605,0.48756515979766846,0.9902675747871399,40.0,0.0001,4110.0,0.00024330900243307862,4109.0
syn1,40,sa_node,100.0,1.0,0.018832891246684347,0.04166666666666667,0.012173913043478262,0.5160980966325037,0.05,0.53,0.0031489422544837,0.5012949109077454,0.9902675747871399,40.0,0.0032,4110.0,0.00048661800486615725,4108.0
syn1,40,subgraphx,100.0,1.0,0.799099567099567,0.7983333333333333,0.8188571428571428,-1.0,0.45,0.18,0.4063522219657898,0.08067850768566132,0.9968369007110596,13.0,1.3152,4110.0,0.9473236009732361,11.0
syn1,100,distance,100.0,1.0,0.1270242834143128,1.0,0.0678273567214009,0.9902264315926469,0.53,0.01,0.4879054129123688,-0.015155344270169735,0.9756690263748169,100.0,0.014,4110.0,0.00917518248175182,4072.29
syn1,100,gnnexplainer,100.0,1.0,0.4706603001535422,0.8133333333333332,0.37137494850125513,0.885469944688466,0.32,0.23,0.2948843836784363,0.2216760516166687,0.9878052473068237,50.12,5.4867,4110.0,0.9376058394160586,256.44
syn1,100,ig_node,100.0,1.0,0.06947796964200419,0.5183333333333333,0.03728141332545667,0.7532300309093866,0.05,0.48,0.05447244271636009,0.4329341948032379,0.9756690263748169,100.0,0.1486,4110.0,0.05082238442822385,3901.12
syn1,100,occlusion,100.0,1.0,0.006159447348767737,0.05333333333333333,0.0032684620239848516,0.5014913779079225,0.25,0.49,0.19612018764019012,0.447654128074646,0.9756690263748169,100.0,0.5107,4110.0,0.00024330900243307862,4109.0
syn1,100,pagerank,100.0,1.0,0.2142857142857143,1.0,0.12,0.9998910037416625,0.53,0.0,0.4879054129123688,-0.004577613435685635,0.9756690263748169,100.0,0.023,4110.0,0.00048661800486615725,4108.0
syn1,100,pgmexplainer,100.0,1.0,0.24390547259667866,0.7833333333333333,0.15711724489265022,0.8878591182690744,0.45,0.14,0.41891801357269287,0.10116314888000488,0.9795960783958435,83.86,3.6136,4110.0,0.8203600973236008,738.32
syn1,100,random,100.0,1.0,0.0038062774985288266,0.03333333333333333,0.002018389236356836,0.49619875549048315,0.01,0.53,0.0027219492476433516,0.48770469427108765,0.9756690263748169,100.0,0.0001,4110.0,0.00024330900243307862,4109.0
syn1,100,sa_node,100.0,1.0,0.006899159663865546,0.04166666666666667,0.003761614656381487,0.5090824792581746,0.05,0.53,0.0031489422544837,0.49826544523239136,0.9756690263748169,100.0,0.0039,4110.0,0.00048661800486615725,4108.0
syn1,100,subgraphx,100.0,1.0,0.8032627372627376,0.8033333333333335,0.8214523809523808,-1.0,0.45,0.18,0.40922409296035767,0.07981185615062714,0.996097207069397,16.04,1.2717,4110.0,0.947313868613139,11.04
syn1,500,distance,100.0,1.0,0.026476262686080387,1.0,0.0134159653413953,0.9984496502358874,0.53,0.0,0.4879054129123688,-0.006607238668948412,0.8783453106880188,500.0,0.0186,4110.0,0.00917518248175182,4072.29
syn1,500,gnnexplainer,100.0,1.0,0.4707570325371927,0.9483333333333333,0.37124014116762427,0.9338312388156822,0.43,0.15,0.3856187164783478,0.13394425809383392,0.9648174047470093,144.6,2.6894,4110.0,0.9376058394160586,256.44
syn1,500,ig_node,100.0,1.0,0.015230138313834992,0.52,0.0077360428627711655,0.7306002928257684,0.05,0.48,0.05447244271636009,0.43343299627304077,0.8789293169975281,497.6,0.1402,4110.0,0.05082238442822385,3901.12
syn1,500,occlusion,100.0,1.0,0.0014061952541748726,0.05333333333333333,0.0007124910348238323,0.4539885309907274,0.25,0.49,0.19612018764019012,0.447654128074646,0.8783453106880188,500.0,0.5775,4110.0,0.00024330900243307862,4109.0
syn1,500,pagerank,100.0,1.0,0.046875,1.0,0.024,0.9998910037416625,0.53,0.0,0.4879054129123688,-0.001126126036979258,0.8783453106880188,500.0,0.0198,4110.0,0.00048661800486615725,4108.0
syn1,500,pgmexplainer,100.0,1.0,0.18532530200548947,0.92,0.12297066442375763,0.9467659020660486,0.53,0.0,0.48785915970802307,-0.003626625519245863,0.9270656704902649,299.76,5.5883,4110.0,0.8182968369829683,746.8
syn1,500,random,100.0,1.0,0.00588824540633622,0.23333333333333336,0.0029817503924874384,0.5003349194729136,0.13,0.49,0.055981580168008804,0.41847339272499084,0.8783453106880188,500.0,0.0,4110.0,0.00024330900243307862,4109.0
syn1,500,sa_node,100.0,1.0,0.0014593760490142654,0.04166666666666667,0.0007429725442534693,0.46231169676264855,0.05,0.53,0.0031489422544837,0.4937598407268524,0.8783453106880188,500.0,0.0031,4110.0,0.00048661800486615725,4108.0
syn1,500,subgraphx,100.0,1.0,0.7986480186480186,0.8016666666666667,0.8059523809523809,-1.0,0.45,0.18,0.40573662519454956,0.0814090445637703,0.9911872744560242,36.22,1.279,4110.0,0.9472700729927009,11.22
syn3,10,distance,100.0,1.0,0.6830896939317992,0.5566666666666668,0.8937460317460318,0.6884549297863921,0.0,0.0,0.010214157402515411,-0.0019394690170884132,0.9980315566062927,10.0,0.026,5080.0,0.009295275590551174,5032.78
syn3,10,gnnexplainer,100.0,1.0,0.5555168223589275,0.4683333333333334,0.6893174603174603,0.6436556813686708,0.0,0.0,-0.001540640601888299,0.005181912798434496,0.9980315566062927,10.0,3.8133,5080.0,0.9721535433070868,141.46
syn3,10,ig_node,100.0,1.0,0.0,0.0,0.0,0.49901107594936717,0.0,0.0,-0.00010485530219739303,0.01837414689362049,0.9980315566062927,10.0,0.1941,5080.0,0.0004921259842519365,5077.5
syn3,10,occlusion,100.0,1.0,0.3132437912964229,0.2758333333333333,0.36466269841269844,0.574791625461498,0.0,0.0,7.291496149264276e-05,0.01837414689362049,0.9980315566062927,10.0,0.4636,5080.0,0.06825984251968502,4733.24
syn3,10,pagerank,100.0,1.0,0.5796078431372548,0.4133333333333333,0.972,0.7024723101265821,0.0,0.0,0.01837414689362049,-0.00415391381829977,0.9980315566062927,10.0,0.0253,5080.0,0.0006023622047243993,5076.94
syn3,10,pgmexplainer,100.0,1.0,0.4562745098039215,0.3233333333333333,0.775,0.6614476199894515,0.0,0.0,0.01065437775105238,-0.002649226225912571,0.9980315566062927,10.0,8.6026,5080.0,0.9248307086614176,381.86
syn3,10,random,100.0,1.0,0.005454545454545454,0.004999999999999999,0.006,0.5002669270833334,0.0,0.0,-8.350134157808498e-05,0.018146589398384094,0.9980315566062927,10.0,0.0001,5080.0,0.00019685039370076485,5079.0
syn3,10,sa_node,100.0,1.0,0.0,0.0,0.0,0.49901107594936717,0.0,0.0,0.0,0.01837414689362049,0.9980315566062927,10.0,0.0038,5080.0,0.0006456692913385675,5076.72
syn3,10,subgraphx,100.0,1.0,0.630547791046243,0.48666666666666664,0.9190674603174603,-1.0,0.0,0.0,0.006357476580888033,-0.0007428806857205927,0.9980747699737549,9.78,0.9528,5080.0,0.9768740157480325,15.88
syn3,20,distance,100.0,1.0,0.7941122016781201,0.8316666666666667,0.764878828859479,0.833890921677215,0.0,0.0,0.018029548227787018,-0.003944276366382837,0.9960631728172302,20.0,0.022,5080.0,0.009295275590551174,5032.78
syn3,20,gnnexplainer,100.0,1.0,0.692299740556544,0.7066666666666666,0.6866741091296045,0.7833325504351266,0.0,0.0,0.007139535620808601,-0.00022247552988119423,0.9960631728172302,20.0,2.6373,5080.0,0.9721535433070868,141.46
syn3,20,ig_node,100.0,1.0,0.0,0.0,0.0,0.498022151898734,0.0,0.0,-0.00034550248528830707,0.01837414689362049,0.9960631728172302,20.0,0.2003,5080.0,0.0004921259842519365,5077.5
syn3,20,occlusion,100.0,1.0,0.38006582373668024,0.4050000000000001,0.3609226327508061,0.6366186214398735,0.0,0.0,-0.0006869941717013717,0.01837414689362049,0.9960631728172302,20.0,0.4554,5080.0,0.06825984251968502,4733.24
syn3,20,pagerank,100.0,1.0,0.8624505928853753,0.7933333333333333,0.9450909090909092,0.8936835772679325,0.0,0.0,0.01837414689362049,-0.0037820988800376654,0.9960631728172302,20.0,0.0261,5080.0,0.0006023622047243993,5076.94
syn3,20,pgmexplainer,100.0,1.0,0.6162081874647092,0.5691666666666666,0.6726678321678321,0.7840318433544305,0.0,0.0,0.015009560622274876,-0.002124452032148838,0.9960670471191406,19.98,4.9254,5080.0,0.9251929133858269,380.02
syn3,20,random,100.0,1.0,0.007540322580645162,0.009999999999999998,0.0060526315789473685,0.5005326180116032,0.0,0.0,-0.00018015384557656944,0.017919030040502548,0.9960631728172302,20.0,0.0001,5080.0,0.00019685039370076485,5079.0
syn3,20,sa_node,100.0,1.0,0.0,0.0,0.0,0.498022151898734,0.0,0.0,0.0,0.01837414689362049,0.9960631728172302,20.0,0.0043,5080.0,0.0006456692913385675,5076.72
syn3,20,subgraphx,100.0,1.0,0.7096071647426473,0.6008333333333333,0.9170468975468975,-1.0,0.0,0.0,0.015254433266818523,-0.003819003701210022,0.9969370365142822,15.56,0.9375,5080.0,0.9768779527559065,15.86
syn3,40,distance,100.0,1.0,0.5655927726149638,0.9425,0.40542876226157953,0.9297358748681434,0.0,0.0,0.01837414689362049,-0.00328775099478662,0.9921261668205261,40.0,0.0191,5080.0,0.009295275590551174,5032.78
syn3,40,gnnexplainer,100.0,1.0,0.7278796465115126,0.8141666666666667,0.6882016434989202,0.8890594920226792,0.0,0.0,0.014802095480263233,-0.00047457576147280633,0.9940040111541748,30.46,5.4374,5080.0,0.9721535433070868,141.46
syn3,40,ig_node,100.0,1.0,0.0,0.0,0.0,0.4960443037974684,0.0,0.0,-0.0005535030504688621,0.01837414689362049,0.9921261668205261,40.0,0.2181,5080.0,0.0004606299212598086,5077.66
syn3,40,occlusion,100.0,1.0,0.3661768822986459,0.5441666666666666,0.2799336396268525,0.7255185670490505,0.0,0.0,-0.0004950886941514909,0.015604819171130657,0.9922206401824951,39.52,0.5031,5080.0,0.068255905511811,4733.26
syn3,40,pagerank,100.0,1.0,0.7430681818181817,0.9916666666666667,0.5941428571428571,0.9956816983122364,0.0,0.0,0.01837414689362049,-0.002108392072841525,0.9921261668205261,40.0,0.0253,5080.0,0.0006023622047243993,5076.94
syn3,40,pgmexplainer,100.0,1.0,0.6002602801461977,0.7533333333333334,0.5116697543354858,0.8754649591244725,0.0,0.0,0.016592461615800858,-0.0024178766179829836,0.9928150177001953,36.5,8.9356,5080.0,0.9261181102362204,375.32
syn3,40,random,100.0,1.0,0.005776772247360482,0.0125,0.0037564102564102563,0.4991819537842827,0.0,0.0,-0.0002964144805446267,0.018146589398384094,0.9921261668205261,40.0,0.0001,5080.0,0.00019685039370076485,5079.0
syn3,40,sa_node,100.0,1.0,0.0,0.0,0.0,0.4960443037974684,0.0,0.0,0.0,0.01837414689362049,0.9921261668205261,40.0,0.0059,5080.0,0.0006417322834645511,5076.74
syn3,40,subgraphx,100.0,1.0,0.7153553146603625,0.6099999999999999,0.9176751026751027,-1.0,0.0,0.0,0.01659732311964035,-0.0036949641071259975,0.9967165589332581,16.68,1.1571,5080.0,0.9768740157480325,15.88
