dataset,true_label_as_target,hard_mask,sparsity,explainer_name,num_test,fidelity_acc+,fidelity_acc-,fidelity_prob+,fidelity_prob-,fidelity_gnn_acc+,fidelity_gnn_acc-,fidelity_gnn_prob+,fidelity_gnn_prob-,mask_sparsity,expl_edges,time,number_of_edges,mask_sparsity_init,non_zero_values_init
citeseer,True,False,0.7,random,100.0,0.15,0.55,0.42124778032302856,0.6771854162216187,-1.0,-1.0,-1.0,-1.0,0.7000242471694946,3729.0,0.0002,12431.0,8.044405116236497e-05,12430.0
citeseer,True,False,0.7,sa,100.0,0.46,0.1,0.5590864419937134,0.18467186391353607,-1.0,-1.0,-1.0,-1.0,0.9221872687339783,967.29,0.0516,12431.0,0.7545796798326763,3050.82
citeseer,True,False,0.7,subgraphx,100.0,0.34,0.19,0.3279857337474823,0.3572155237197876,-1.0,-1.0,-1.0,-1.0,0.9995237588882446,5.92,267.8562,12431.0,0.9995237712171184,5.92
citeseer,True,False,0.99,basic_gnnexplainer,100.0,0.18,0.25,0.43609240651130676,0.41887736320495605,-1.0,-1.0,-1.0,-1.0,0.9962376356124878,46.77,1.493,12431.0,0.992739924382592,90.25
citeseer,True,False,0.99,distance,100.0,0.2,0.07,0.5236268043518066,0.29512497782707214,-1.0,-1.0,-1.0,-1.0,0.9928566813468933,88.8,0.9925,12431.0,0.48117448314697164,6449.52
citeseer,True,False,0.99,gnnexplainer,100.0,0.51,0.15,0.588798999786377,0.499735951423645,-1.0,-1.0,-1.0,-1.0,0.9962376356124878,46.77,0.8934,12431.0,0.992739924382592,90.25
citeseer,True,False,0.99,gradcam,100.0,0.18,0.06,0.49882346391677856,0.32496052980422974,-1.0,-1.0,-1.0,-1.0,0.9965682029724121,42.66,0.007,12431.0,0.906651114150109,1160.42
citeseer,True,False,0.99,ig,100.0,0.39,0.05,0.5791754126548767,0.2141183465719223,-1.0,-1.0,-1.0,-1.0,0.9938645958900452,76.27,0.4941,12431.0,0.6263542756013194,4644.79
citeseer,True,False,0.99,occlusion,100.0,0.73,0.0,0.7093608379364014,0.05679212883114815,-1.0,-1.0,-1.0,-1.0,0.9962376356124878,46.77,1.1978,12431.0,0.992739924382592,90.25
citeseer,True,False,0.99,pagerank,100.0,0.39,0.04,0.5798018574714661,0.22635671496391296,-1.0,-1.0,-1.0,-1.0,0.9900250434875488,124.0,0.8804,12431.0,0.00010216394497623348,12429.73
citeseer,True,False,0.99,pgmexplainer,100.0,0.61,0.0,0.6677513122558594,0.05031595379114151,-1.0,-1.0,-1.0,-1.0,0.9949425458908081,62.87,29.5606,12431.0,0.985284369720859,182.93
citeseer,True,False,0.99,random,100.0,0.08,0.73,0.22389079630374908,0.7146718502044678,-1.0,-1.0,-1.0,-1.0,0.9900250434875488,124.0,0.0002,12431.0,8.044405116236497e-05,12430.0
citeseer,True,False,0.99,sa,100.0,0.46,0.11,0.5505056977272034,0.19554606080055237,-1.0,-1.0,-1.0,-1.0,0.9940962791442871,73.39,0.0503,12431.0,0.7545796798326763,3050.82
citeseer,True,False,0.997,basic_gnnexplainer,100.0,0.2,0.36,0.3525055944919586,0.5132215023040771,-1.0,-1.0,-1.0,-1.0,0.9980910420417786,23.73,1.5198,12431.0,0.992739924382592,90.25
citeseer,True,False,0.997,distance,100.0,0.22,0.1,0.4763161540031433,0.34043261408805847,-1.0,-1.0,-1.0,-1.0,0.9976204633712769,29.58,1.0418,12431.0,0.48117448314697164,6449.52
citeseer,True,False,0.997,gnnexplainer,100.0,0.41,0.2,0.5341505408287048,0.5130150318145752,-1.0,-1.0,-1.0,-1.0,0.9980910420417786,23.73,0.8701,12431.0,0.992739924382592,90.25
citeseer,True,False,0.997,gradcam,100.0,0.19,0.08,0.4944155514240265,0.33007556200027466,-1.0,-1.0,-1.0,-1.0,0.9982270002365112,22.04,0.0048,12431.0,0.906651114150109,1160.42
citeseer,True,False,0.997,ig,100.0,0.38,0.06,0.561684250831604,0.2337900698184967,-1.0,-1.0,-1.0,-1.0,0.9976881146430969,28.74,0.4927,12431.0,0.6263542756013194,4644.79
citeseer,True,False,0.997,occlusion,100.0,0.74,0.0,0.7102264165878296,0.0678572952747345,-1.0,-1.0,-1.0,-1.0,0.9980910420417786,23.73,1.2403,12431.0,0.992739924382592,90.25
citeseer,True,False,0.997,pagerank,100.0,0.39,0.05,0.5734580755233765,0.23545068502426147,-1.0,-1.0,-1.0,-1.0,0.9970236420631409,37.0,0.8434,12431.0,0.00010216394497623348,12429.73
citeseer,True,False,0.997,pgmexplainer,100.0,0.58,0.0,0.6285079717636108,0.09443558752536774,-1.0,-1.0,-1.0,-1.0,0.9978344440460205,26.92,29.3533,12431.0,0.985284369720859,182.93
citeseer,True,False,0.997,random,100.0,0.09,0.73,0.21384911239147186,0.7140281200408936,-1.0,-1.0,-1.0,-1.0,0.9970236420631409,37.0,0.0002,12431.0,8.044405116236497e-05,12430.0
