dataset,prec_train,recall_train,acc_train,f1_score_train,prec_test,recall_test,acc_test,f1_score_test
facebook,0.9312035725172957,0.9261987828276612,0.9333352725580313,0.9286942540771949,0.9232831502039494,0.9176072775279827,0.9263462394303515,0.9204350206223505
