dataset,true_label_as_target,hard_mask,sparsity,explainer_name,num_test,fidelity_acc+,fidelity_acc-,fidelity_prob+,fidelity_prob-,fidelity_gnn_acc+,fidelity_gnn_acc-,fidelity_gnn_prob+,fidelity_gnn_prob-,mask_sparsity,expl_edges,time,number_of_edges,mask_sparsity_init,non_zero_values_init
citeseer,True,False,0.99,ig,100.0,0.37,0.03,0.5560327768325806,0.22152389585971832,-1.0,-1.0,-1.0,-1.0,0.9935854077339172,79.74,0.3514,12431.0,0.49848684739763494,6234.31
citeseer,True,False,0.99,occlusion,100.0,0.64,0.05,0.6342573761940002,0.11959321051836014,-1.0,-1.0,-1.0,-1.0,0.9962376356124878,46.77,1.1986,12431.0,0.992739924382592,90.25
citeseer,True,False,0.99,pagerank,100.0,0.39,0.04,0.5798017978668213,0.22635670006275177,-1.0,-1.0,-1.0,-1.0,0.9900250434875488,124.0,1.0179,12431.0,0.00010216394497623348,12429.73
citeseer,True,False,0.99,pgmexplainer,100.0,0.6,0.0,0.66228187084198,0.05801720544695854,-1.0,-1.0,-1.0,-1.0,0.9949554204940796,62.71,30.693,12431.0,0.9854331912155097,181.08
citeseer,True,False,0.99,random,100.0,0.02,0.73,0.005501453764736652,0.7133361101150513,-1.0,-1.0,-1.0,-1.0,0.9900250434875488,124.0,0.0002,12431.0,8.044405116236497e-05,12430.0
citeseer,True,False,0.99,sa,100.0,0.25,0.49,0.22597883641719818,0.4959179759025574,-1.0,-1.0,-1.0,-1.0,0.9953640699386597,57.63,0.0539,12431.0,0.5997546456439546,4975.45
citeseer,True,False,0.99,subgraphx,100.0,0.34,0.19,0.3279857337474823,0.3572155237197876,-1.0,-1.0,-1.0,-1.0,0.9995237588882446,5.92,334.8615,12431.0,0.9995237712171184,5.92
citeseer,True,False,0.997,distance,100.0,0.22,0.1,0.47631609439849854,0.3404325842857361,-1.0,-1.0,-1.0,-1.0,0.9976204633712769,29.58,1.0068,12431.0,0.48117448314697164,6449.52
citeseer,True,False,0.997,gnnexplainer,100.0,0.31,0.18,0.4350963234901428,0.4037874639034271,-1.0,-1.0,-1.0,-1.0,0.9980910420417786,23.73,0.8584,12431.0,0.992739924382592,90.25
citeseer,True,False,0.997,ig,100.0,0.37,0.07,0.5114400386810303,0.2722817659378052,-1.0,-1.0,-1.0,-1.0,0.9976550936698914,29.15,0.3771,12431.0,0.49848684739763494,6234.31
citeseer,True,False,0.997,occlusion,100.0,0.5,0.13,0.5360589027404785,0.2475181519985199,-1.0,-1.0,-1.0,-1.0,0.9980910420417786,23.73,0.8493,12431.0,0.992739924382592,90.25
citeseer,True,False,0.997,pagerank,100.0,0.39,0.05,0.5734580755233765,0.23545068502426147,-1.0,-1.0,-1.0,-1.0,0.9970236420631409,37.0,1.0025,12431.0,0.00010216394497623348,12429.73
citeseer,True,False,0.997,pgmexplainer,100.0,0.55,0.01,0.5925086736679077,0.11338721960783005,-1.0,-1.0,-1.0,-1.0,0.9978344440460205,26.92,29.9171,12431.0,0.9854331912155097,181.08
citeseer,True,False,0.997,random,100.0,0.01,0.73,0.003219975158572197,0.7141996622085571,-1.0,-1.0,-1.0,-1.0,0.9970236420631409,37.0,0.0002,12431.0,8.044405116236497e-05,12430.0
citeseer,True,False,0.997,sa,100.0,0.25,0.49,0.22450651228427887,0.49545013904571533,-1.0,-1.0,-1.0,-1.0,0.9983711242675781,20.25,0.0551,12431.0,0.5997546456439546,4975.45
citeseer,True,False,0.997,subgraphx,100.0,0.34,0.19,0.3279857337474823,0.3572155237197876,-1.0,-1.0,-1.0,-1.0,0.9995237588882446,5.92,329.7646,12431.0,0.9995237712171184,5.92
citeseer,True,True,0.0,distance,100.0,0.73,0.01,0.7138614654541016,-0.09330881386995316,-1.0,-1.0,-1.0,-1.0,0.481174498796463,6449.52,1.0058,12431.0,0.48117448314697164,6449.52
citeseer,True,True,0.0,gnnexplainer,100.0,0.73,0.01,0.7138614654541016,-0.09330881386995316,-1.0,-1.0,-1.0,-1.0,0.9927398562431335,90.25,1.2188,12431.0,0.992739924382592,90.25
citeseer,True,True,0.0,ig,100.0,0.74,0.0,0.7190877795219421,-0.10325705260038376,-1.0,-1.0,-1.0,-1.0,0.49848687648773193,6234.31,0.5378,12431.0,0.49848684739763494,6234.31
citeseer,True,True,0.0,occlusion,100.0,0.73,0.01,0.7138614654541016,-0.09330881386995316,-1.0,-1.0,-1.0,-1.0,0.9927398562431335,90.25,1.1907,12431.0,0.992739924382592,90.25
citeseer,True,True,0.0,pagerank,100.0,0.73,0.01,0.7138614654541016,-0.09330881386995316,-1.0,-1.0,-1.0,-1.0,0.00010217606904916465,12429.73,1.0564,12431.0,0.00010216394497623348,12429.73
citeseer,True,True,0.0,pgmexplainer,100.0,0.73,0.01,0.7138614654541016,-0.09330881386995316,-1.0,-1.0,-1.0,-1.0,0.9854332208633423,181.08,29.3313,12431.0,0.9854331912155097,181.08
citeseer,True,True,0.0,random,100.0,0.73,0.01,0.7138614654541016,-0.09330881386995316,-1.0,-1.0,-1.0,-1.0,8.046627044677734e-05,12430.0,0.0002,12431.0,8.044405116236497e-05,12430.0
citeseer,True,True,0.0,sa,100.0,0.3,0.34,0.2590215504169464,0.27747371792793274,-1.0,-1.0,-1.0,-1.0,0.5997546911239624,4975.45,0.0478,12431.0,0.5997546456439546,4975.45
citeseer,True,True,0.0,subgraphx,100.0,0.34,0.08,0.2402886003255844,0.02720940299332142,-1.0,-1.0,-1.0,-1.0,0.9995237588882446,5.92,257.2977,12431.0,0.9995237712171184,5.92
