index,dataset,true_label_as_target,hard_mask,sparsity,explainer_name,num_test,fidelity_acc+,fidelity_acc-,fidelity_prob+,fidelity_prob-,fidelity_gnn_acc+,fidelity_gnn_acc-,fidelity_gnn_prob+,fidelity_gnn_prob-,mask_sparsity,expl_edges,mask_size_init,mask_entropy_init,max_avg_init,mask_size_transf,mask_entropy_transf,max_avg_transf,time,number_of_edges,mask_sparsity_init,non_zero_values_init
67,actor,False,True,0.99,pgmexplainer,100.0,-1.0,-1.0,-1.0,-1.0,0.92,0.66,0.23668986558914185,0.4022887051105499,0.9910640716552734,544.36,5330.01,7.596861917671471,0.25369616208762863,544.36,6.104387744988677,0.4636593579625242,37.7225,60918.0,0.9125051708854527,5330.01
68,actor,False,True,0.99,random,100.0,-1.0,-1.0,-1.0,-1.0,0.66,0.98,0.38823574781417847,0.20240744948387146,0.9900029897689819,609.0,60855.62,10.824148723260675,0.45385437677506885,609.0,6.411814101905154,0.9946443521619522,0.0006,60918.0,0.0010239994747037007,60855.62
69,actor,False,True,0.99,sa,100.0,-1.0,-1.0,-1.0,-1.0,0.91,0.66,0.2856053411960602,0.3331737220287323,0.9905774593353271,574.0,30711.94,9.07583905280024,0.5444931840978555,574.0,6.216918372722065,0.7288684537586773,0.0322,60918.0,0.49584786105912854,30711.94
70,actor,False,True,0.997,basic_gnnexplainer,100.0,-1.0,-1.0,-1.0,-1.0,0.82,0.63,0.3250952959060669,0.3616357147693634,0.9976880550384521,140.83,1208.43,5.193627796857183,0.6678603806352525,140.83,4.205461423986797,0.6803569685561236,3.816,60918.0,0.9801630060080769,1208.43
71,actor,False,True,0.997,distance,100.0,-1.0,-1.0,-1.0,-1.0,0.89,0.42,0.2647731602191925,0.4182813763618469,0.9970120787620544,182.0,60913.74,10.960461184489214,0.11051127355757114,182.0,5.15062707500917,0.3302560555555555,0.7606,60918.0,6.993006993007645e-05,60913.74
72,actor,False,True,0.997,gnnexplainer,100.0,-1.0,-1.0,-1.0,-1.0,0.84,0.16,0.25954946875572205,0.5282623767852783,0.9976880550384521,140.83,1208.43,4.5858022415828765,0.03762419036608632,140.83,3.827890047321755,0.16716878814898967,3.6643,60918.0,0.9801630060080769,1208.43
73,actor,False,True,0.997,gradcam,100.0,-1.0,-1.0,-1.0,-1.0,0.97,0.54,0.20805500447750092,0.4252966046333313,0.9975119233131409,151.56,39782.89,8.61787465864517,0.1094562080542481,151.56,4.454480600133088,0.12491610908374014,0.0054,60918.0,0.34694359630979393,39782.89
74,actor,False,True,0.997,ig,100.0,-1.0,-1.0,-1.0,-1.0,0.96,0.49,0.243957057595253,0.4349804222583771,0.9970120787620544,182.0,60916.1,10.971590175366323,0.16059192196235195,182.0,5.0560757788962,0.25714537848368596,0.3904,60918.0,3.118946780918841e-05,60916.1
75,actor,False,True,0.997,occlusion,100.0,-1.0,-1.0,-1.0,-1.0,0.98,0.26,0.273159384727478,0.5370293259620667,0.9976880550384521,140.83,1208.43,5.725024465490285,0.8230394088593799,140.83,4.736608853472746,0.8236302423546839,3.3608,60918.0,0.9801630060080769,1208.43
76,actor,False,True,0.997,pagerank,100.0,-1.0,-1.0,-1.0,-1.0,0.98,0.67,0.19939754903316498,0.40139397978782654,0.9970120787620544,182.0,16493.8,8.544326611459688,0.001299857828665019,182.0,4.704024711306879,0.07711344336975369,0.7579,60918.0,0.7292458714993925,16493.8
