dataset,true_label_as_target,hard_mask,topk,explainer_name,num_test,fidelity_acc+,fidelity_acc-,fidelity_prob+,fidelity_prob-,fidelity_gnn_acc+,fidelity_gnn_acc-,fidelity_gnn_prob+,fidelity_gnn_prob-,mask_size_init,mask_entropy_init,max_avg_init,mask_size_transf,mask_entropy_transf,max_avg_transf,time,number_of_edges
syn1,True,True,100.0,subgraphx,100.0,0.45,0.47,0.3575076758861542,0.32635849714279175,-1.0,-1.0,-1.0,-1.0,9.24,1.9907367269862852,1.0,9.24,1.9907367269862852,1.0,0.193,4110.0
syn3,False,False,1.0,basic_gnnexplainer,100.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.00025451183319091797,0.026638515293598175,190.28,3.0784746327718717,0.20783291785284677,1.0,0.0,1.0,3.2516,5080.0
syn3,False,False,1.0,distance,100.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0006794774672016501,0.028692619875073433,5036.28,8.35592083955209,0.08152237392978505,1.0,0.0,1.0,0.016,5080.0
syn3,False,False,1.0,ig,100.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0022904365323483944,0.028692614287137985,5076.96,8.53055651129253,0.9869600233726868,1.0,0.0,1.0,0.1853,5080.0
syn3,False,False,1.0,occlusion,100.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.028692614287137985,5078.17,8.524960821143084,0.9907425381918287,1.0,0.0,1.0,0.5948,5080.0
syn3,False,False,1.0,pagerank,100.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.000943350198213011,0.01569235883653164,2317.54,5.508295397194888,0.0010062258860879351,1.0,0.0,1.0,0.0318,5080.0
syn3,False,False,1.0,pgexplainer,100.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,1.4781952017983713e-07,0.028692619875073433,1905.42,6.940921517015157,0.018215207132077357,1.0,0.0,1.0,162.2193,5080.0
syn3,False,False,1.0,pgmexplainer,100.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0005237382720224559,0.017940860241651535,428.62,4.44076831873319,0.24684047562610195,1.0,0.0,1.0,5.0691,5080.0
syn3,False,False,1.0,random,100.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.002465723780915141,0.028692619875073433,5074.41,8.340058907414045,0.49191459540170845,1.0,0.0,1.0,0.0001,5080.0
syn3,False,False,1.0,sa,100.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0026079423259943724,0.028692619875073433,5076.4,8.530468097710452,0.9900500893468651,1.0,0.0,1.0,0.0034,5080.0
syn3,False,False,1.0,subgraphx,100.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0003564477083273232,0.026686523109674454,6.46,2.8112142342338635,1.0,0.38,0.0,1.0,0.1618,5080.0
syn3,False,False,5.0,basic_gnnexplainer,100.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0015664029633626342,0.019696157425642014,190.28,3.0784746327718717,0.20783291785284677,5.0,1.5934689766721781,0.9875505999289536,3.2516,5080.0
syn3,False,False,5.0,distance,100.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0016623091651126742,0.014056690968573093,5036.28,8.35592083955209,0.08152237392978505,5.0,1.5456571014177256,0.8175364907314908,0.016,5080.0
syn3,False,False,5.0,ig,100.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0022942714858800173,0.028692614287137985,5076.96,8.53055651129253,0.9869600233726868,5.0,1.6094365632749414,0.9995173065726712,0.1853,5080.0
syn3,False,False,5.0,occlusion,100.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.028692614287137985,5078.17,8.524960821143084,0.9907425381918287,5.0,1.6094379124340994,1.0,0.5948,5080.0
syn3,False,False,5.0,pagerank,100.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.010718121193349361,0.002734652254730463,2317.54,5.508295397194888,0.0010062258860879351,5.0,1.605898099813962,0.9559558571895052,0.0318,5080.0
syn3,False,False,5.0,pgexplainer,100.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0003088671073783189,0.028389060869812965,1905.42,6.940921517015157,0.018215207132077357,5.0,1.6094378510043712,0.9998971935553453,162.2193,5080.0
syn3,False,False,5.0,pgmexplainer,100.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.002855634083971381,0.00483417883515358,428.62,4.44076831873319,0.24684047562610195,5.0,1.6034726083731214,0.9000363831214193,5.0691,5080.0
syn3,False,False,5.0,random,100.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0024845891166478395,0.028692619875073433,5074.41,8.340058907414045,0.49191459540170845,5.0,1.609437850707068,0.99919264877741,0.0001,5080.0
syn3,False,False,5.0,sa,100.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0026079423259943724,0.028692619875073433,5076.4,8.530468097710452,0.9900500893468651,5.0,1.6094379124340994,1.0,0.0034,5080.0
syn3,False,False,5.0,subgraphx,100.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.001343522104434669,0.02455054596066475,6.46,2.8112142342338635,1.0,1.89,1.6035657137153063,1.0,0.1618,5080.0
syn3,False,False,10.0,basic_gnnexplainer,100.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0026061045937240124,0.01341787725687027,190.28,3.0784746327718717,0.20783291785284677,10.0,2.181091869557633,0.9633721851906002,3.2516,5080.0
syn3,False,False,10.0,distance,100.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0018271184526383877,0.003559552365913987,5036.28,8.35592083955209,0.08152237392978505,10.0,2.220323755092567,0.45481055056055014,0.016,5080.0
syn3,False,False,10.0,ig,100.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0022983753588050604,0.028692614287137985,5076.96,8.53055651129253,0.9869600233726868,10.0,2.3025841739961352,0.9994765662898121,0.1853,5080.0
syn3,False,False,10.0,occlusion,100.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.028692614287137985,5078.17,8.524960821143084,0.9907425381918287,10.0,2.3025850929940423,1.0,0.5948,5080.0
syn3,False,False,10.0,pagerank,100.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.01286263857036829,0.0027120274025946856,2317.54,5.508295397194888,0.0010062258860879351,10.0,2.2713295107274662,0.6235180535540649,0.0318,5080.0
syn3,False,False,10.0,pgexplainer,100.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.00031521619530394673,0.028389060869812965,1905.42,6.940921517015157,0.018215207132077357,10.0,2.302584744288954,0.9998876988693175,162.2193,5080.0
syn3,False,False,10.0,pgmexplainer,100.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.003821400459855795,0.0038445680402219296,428.62,4.44076831873319,0.24684047562610195,10.0,2.287545877630217,0.7017731579385311,5.0691,5080.0
syn3,False,False,10.0,random,100.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.002488741185516119,0.028692619875073433,5074.41,8.340058907414045,0.49191459540170845,10.0,2.302584889948089,0.998510000104156,0.0001,5080.0
syn3,False,False,10.0,sa,100.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0026079423259943724,0.028692619875073433,5076.4,8.530468097710452,0.9900500893468651,10.0,2.3025850929940423,1.0,0.0034,5080.0
syn3,False,False,10.0,subgraphx,100.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.004977211356163025,0.02040710486471653,6.46,2.8112142342338635,1.0,3.74,2.278472178997358,1.0,0.1618,5080.0
syn3,False,False,15.0,basic_gnnexplainer,100.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.00265107280574739,0.012156183831393719,190.28,3.0784746327718717,0.20783291785284677,15.0,2.3272959422516677,0.8304751365908785,3.2516,5080.0
syn3,False,False,15.0,distance,100.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0020093589555472136,0.0027538377325981855,5036.28,8.35592083955209,0.08152237392978505,15.0,2.6108401109058628,0.39602435564435545,0.016,5080.0
syn3,False,False,15.0,ig,100.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0023046093992888927,0.028692614287137985,5076.96,8.53055651129253,0.9869600233726868,15.0,2.7080495335774915,0.9994765662898121,0.1853,5080.0
syn3,False,False,15.0,occlusion,100.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.028692614287137985,5078.17,8.524960821143084,0.9907425381918287,15.0,2.708050201102203,1.0,0.5948,5080.0
syn3,False,False,15.0,pagerank,100.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.012568414211273193,0.002751669380813837,2317.54,5.508295397194888,0.0010062258860879351,15.0,2.654423008425644,0.5149364755829575,0.0318,5080.0
syn3,False,False,15.0,pgexplainer,100.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.00033343135146424174,0.027804028242826462,1905.42,6.940921517015157,0.018215207132077357,15.0,2.7080497118361704,0.9993741250498802,162.2193,5080.0
syn3,False,False,15.0,pgmexplainer,100.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0037455635610967875,0.0031605965923517942,428.62,4.44076831873319,0.24684047562610195,15.0,2.6802460799726924,0.6377613884579223,5.0691,5080.0
syn3,False,False,15.0,random,100.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.002488741185516119,0.028692619875073433,5074.41,8.340058907414045,0.49191459540170845,15.0,2.708049793822683,0.9978597631047919,0.0001,5080.0
syn3,False,False,15.0,sa,100.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0026079423259943724,0.028692619875073433,5076.4,8.530468097710452,0.9900500893468651,15.0,2.708050201102203,1.0,0.0034,5080.0
syn3,False,False,15.0,subgraphx,100.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.00891412328928709,0.01906515099108219,6.46,2.8112142342338635,1.0,5.59,2.673267152681623,1.0,0.1618,5080.0
syn3,False,False,20.0,basic_gnnexplainer,100.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.002819182351231575,0.011755150742828846,190.28,3.0784746327718717,0.20783291785284677,20.0,2.392972596662338,0.4941447964496976,3.2516,5080.0
syn3,False,False,20.0,distance,100.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0021332919131964445,0.0026885985862463713,5036.28,8.35592083955209,0.08152237392978505,20.0,2.881231857309628,0.3628898189310689,0.016,5080.0
syn3,False,False,20.0,ig,100.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0023102981504052877,0.028692614287137985,5076.96,8.53055651129253,0.9869600233726868,20.0,2.995731749854906,0.9994762858200821,0.1853,5080.0
syn3,False,False,20.0,occlusion,100.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.028692614287137985,5078.17,8.524960821143084,0.9907425381918287,20.0,2.9957322735539877,1.0,0.5948,5080.0
syn3,False,False,20.0,pagerank,100.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.012494195252656937,0.002743688877671957,2317.54,5.508295397194888,0.0010062258860879351,20.0,2.9154939163960587,0.3989577016027928,0.0318,5080.0
syn3,False,False,20.0,pgexplainer,100.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0003349179169163108,0.02780337631702423,1905.42,6.940921517015157,0.018215207132077357,20.0,2.995731667047995,0.9993379579055578,162.2193,5080.0
syn3,False,False,20.0,pgmexplainer,100.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0036020963452756405,0.003153263358399272,428.62,4.44076831873319,0.24684047562610195,20.0,2.948299844413855,0.5467327354423825,5.0691,5080.0
syn3,False,False,20.0,random,100.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0024905866011977196,0.02827155403792858,5074.41,8.340058907414045,0.49191459540170845,20.0,2.9957315895178596,0.9973174428864633,0.0001,5080.0
syn3,False,False,20.0,sa,100.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0026079423259943724,0.028692619875073433,5076.4,8.530468097710452,0.9900500893468651,20.0,2.9957322735539877,1.0,0.0034,5080.0
syn3,False,False,20.0,subgraphx,100.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.010810723528265953,0.018780779093503952,6.46,2.8112142342338635,1.0,6.42,2.8064162985287595,1.0,0.1618,5080.0
syn3,False,False,25.0,basic_gnnexplainer,100.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0029636078979820013,0.011102518998086452,190.28,3.0784746327718717,0.20783291785284677,23.76,2.4419869230200506,0.29618209342618135,3.2516,5080.0
syn3,False,False,25.0,distance,100.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0022249084431678057,0.0026879585348069668,5036.28,8.35592083955209,0.08152237392978505,25.0,3.088836934736692,0.3194376325063826,0.016,5080.0
syn3,False,False,25.0,ig,100.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0023136872332543135,0.028692614287137985,5076.96,8.53055651129253,0.9869600233726868,25.0,3.218875392343152,0.9994762010569146,0.1853,5080.0
syn3,False,False,25.0,occlusion,100.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.028692614287137985,5078.17,8.524960821143084,0.9907425381918287,25.0,3.218875824868199,1.0,0.5948,5080.0
syn3,False,False,25.0,pagerank,100.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.012418890371918678,0.0027417331002652645,2317.54,5.508295397194888,0.0010062258860879351,25.0,3.1044422354022707,0.3505766108718314,0.0318,5080.0
syn3,False,False,25.0,pgexplainer,100.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0003353023494128138,0.02780330367386341,1905.42,6.940921517015157,0.018215207132077357,25.0,3.2188751025844784,0.999324543326251,162.2193,5080.0
syn3,False,False,25.0,pgmexplainer,100.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.003646191442385316,0.0031493371352553368,428.62,4.44076831873319,0.24684047562610195,24.74,3.1312051632751605,0.5000665285626229,5.0691,5080.0
syn3,False,False,25.0,random,100.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0024905961472541094,0.02827155403792858,5074.41,8.340058907414045,0.49191459540170845,25.0,3.2188747611013913,0.9970068642929515,0.0001,5080.0
syn3,False,False,25.0,sa,100.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0026079423259943724,0.028692619875073433,5076.4,8.530468097710452,0.9900500893468651,25.0,3.218875824868199,1.0,0.0034,5080.0
syn3,False,False,25.0,subgraphx,100.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.011084411293268204,0.018780715763568878,6.46,2.8112142342338635,1.0,6.46,2.8112142342338635,1.0,0.1618,5080.0
syn3,False,False,50.0,basic_gnnexplainer,100.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.00322778825648129,0.010225239209830761,190.28,3.0784746327718717,0.20783291785284677,33.02,2.584616946174366,0.21617926269322665,3.2516,5080.0
syn3,False,False,50.0,distance,100.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.002290409291163087,0.002686860505491495,5036.28,8.35592083955209,0.08152237392978505,50.0,3.7190241651989155,0.175715497888355,0.016,5080.0
syn3,False,False,50.0,ig,100.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.002337896730750799,0.028692614287137985,5076.96,8.53055651129253,0.9869600233726868,50.0,3.912019523751849,0.9994225199017164,0.1853,5080.0
syn3,False,False,50.0,occlusion,100.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.028692614287137985,5078.17,8.524960821143084,0.9907425381918287,50.0,3.9120230054281406,1.0,0.5948,5080.0
syn3,False,False,50.0,pagerank,100.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.012354118749499321,0.002739811548963189,2317.54,5.508295397194888,0.0010062258860879351,50.0,3.4493824609993613,0.06614548123824898,0.0318,5080.0
syn3,False,False,50.0,pgexplainer,100.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.00036910592461936176,0.027198193594813347,1905.42,6.940921517015157,0.018215207132077357,50.0,3.9120222079868308,0.9990895230815826,162.2193,5080.0
syn3,False,False,50.0,pgmexplainer,100.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0036296844482421875,0.0029767972882837057,428.62,4.44076831873319,0.24684047562610195,39.76,3.5196560165151083,0.4091924680493178,5.0691,5080.0
syn3,False,False,50.0,random,100.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.002491232706233859,0.02827155403792858,5074.41,8.340058907414045,0.49191459540170845,50.0,3.9120188614232245,0.9934706278305669,0.0001,5080.0
syn3,False,False,50.0,sa,100.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0026079423259943724,0.028692619875073433,5076.4,8.530468097710452,0.9900500893468651,50.0,3.9120230054281406,1.0,0.0034,5080.0
syn3,False,False,50.0,subgraphx,100.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.011084411293268204,0.018780715763568878,6.46,2.8112142342338635,1.0,6.46,2.8112142342338635,1.0,0.1618,5080.0
syn3,False,False,100.0,basic_gnnexplainer,100.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.003652856918051839,0.00929427519440651,190.28,3.0784746327718717,0.20783291785284677,43.3,2.7189669458779133,0.21402162258046784,3.2516,5080.0
syn3,False,False,100.0,distance,100.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.002317415550351143,0.0026869415305554867,5036.28,8.35592083955209,0.08152237392978505,100.0,4.407423312890342,0.15256104511890223,0.016,5080.0
syn3,False,False,100.0,ig,100.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0023709649685770273,0.028692614287137985,5076.96,8.53055651129253,0.9869600233726868,100.0,4.605160064006837,0.9976208115773554,0.1853,5080.0
syn3,False,False,100.0,occlusion,100.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.028692614287137985,5078.17,8.524960821143084,0.9907425381918287,100.0,4.605170185988084,1.0,0.5948,5080.0
syn3,False,False,100.0,pagerank,100.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.012352301739156246,0.0027395980432629585,2317.54,5.508295397194888,0.0010062258860879351,100.0,3.6948418639162655,0.024120076025815024,0.0318,5080.0
syn3,False,False,100.0,pgexplainer,100.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0016631019534543157,0.02539674937725067,1905.42,6.940921517015157,0.018215207132077357,100.0,4.605169204911037,0.9988775273742523,162.2193,5080.0
syn3,False,False,100.0,pgmexplainer,100.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.003917322028428316,0.002471745014190674,428.62,4.44076831873319,0.24684047562610195,60.28,3.8005656561573664,0.3776577283702271,5.0691,5080.0
syn3,False,False,100.0,random,100.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0025071001145988703,0.027371661737561226,5074.41,8.340058907414045,0.49191459540170845,100.0,4.605153519442252,0.9867686592349234,0.0001,5080.0
syn3,False,False,100.0,sa,100.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0026079423259943724,0.028692619875073433,5076.4,8.530468097710452,0.9900500893468651,100.0,4.605170185988084,1.0,0.0034,5080.0
syn3,False,False,100.0,subgraphx,100.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.011084411293268204,0.018780715763568878,6.46,2.8112142342338635,1.0,6.46,2.8112142342338635,1.0,0.1618,5080.0
syn3,False,True,1.0,basic_gnnexplainer,100.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.000190553066204302,0.026880238205194473,190.28,3.0816230580216057,0.22777237886073068,1.0,0.0,1.0,4.9097,5080.0
syn3,False,True,1.0,distance,100.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.000679482240229845,0.028692614287137985,5036.28,8.35592083955209,0.08152237392978505,1.0,0.0,1.0,0.016,5080.0
syn3,False,True,1.0,ig,100.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0022904365323483944,0.028692614287137985,5076.96,8.53055651129253,0.9869600233726868,1.0,0.0,1.0,0.2106,5080.0
syn3,False,True,1.0,occlusion,100.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.028692619875073433,5078.17,8.524960821143084,0.9907425381918287,1.0,0.0,1.0,0.5948,5080.0
syn3,False,True,1.0,pagerank,100.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.000943350198213011,0.01569235883653164,2317.54,5.508295397194888,0.0010062258860879351,1.0,0.0,1.0,0.0318,5080.0
syn3,False,True,1.0,pgexplainer,100.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,5.1158667702111416e-06,0.028692614287137985,1899.16,6.931604143643703,0.016906764644566516,1.0,0.0,1.0,124.8197,5080.0
syn3,False,True,1.0,pgmexplainer,100.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0005237382720224559,0.017940860241651535,428.62,4.44076831873319,0.24684047562610195,1.0,0.0,1.0,4.1537,5080.0
syn3,False,True,1.0,random,100.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.002465723780915141,0.028692619875073433,5074.41,8.340058907414045,0.49191459540170845,1.0,0.0,1.0,0.0001,5080.0
syn3,False,True,1.0,sa,100.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.002607945119962096,0.028692614287137985,5076.4,8.530468097710452,0.9900500893468651,1.0,0.0,1.0,0.0034,5080.0
syn3,False,True,1.0,subgraphx,100.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0003564477083273232,0.026686523109674454,6.46,2.8112142342338635,1.0,0.38,0.0,1.0,0.1618,5080.0
syn3,False,True,5.0,basic_gnnexplainer,100.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0007357478025369346,0.02021203562617302,190.28,3.0816230580216057,0.22777237886073068,5.0,1.6023099192308679,0.9976994693217277,4.9097,5080.0
syn3,False,True,5.0,distance,100.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.003997368272393942,0.014307456091046333,5036.28,8.35592083955209,0.08152237392978505,5.0,1.5456571014177256,0.8175364907314908,0.016,5080.0
syn3,False,True,5.0,ig,100.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0022942745126783848,0.028692614287137985,5076.96,8.53055651129253,0.9869600233726868,5.0,1.6094365632749414,0.9995173065726712,0.2106,5080.0
syn3,False,True,5.0,occlusion,100.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.028692619875073433,5078.17,8.524960821143084,0.9907425381918287,5.0,1.6094379124340994,1.0,0.5948,5080.0
syn3,False,True,5.0,pagerank,100.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.01897158846259117,0.0027343458496034145,2317.54,5.508295397194888,0.0010062258860879351,5.0,1.605898099813962,0.9559558571895052,0.0318,5080.0
syn3,False,True,5.0,pgexplainer,100.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,3.022432247234974e-05,0.028692614287137985,1899.16,6.931604143643703,0.016906764644566516,5.0,1.609437831728255,0.9999662280870716,124.8197,5080.0
syn3,False,True,5.0,pgmexplainer,100.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0071507226675748825,0.004835602827370167,428.62,4.44076831873319,0.24684047562610195,5.0,1.6034726083731214,0.9000363831214193,4.1537,5080.0
syn3,False,True,5.0,random,100.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0024845940060913563,0.028692619875073433,5074.41,8.340058907414045,0.49191459540170845,5.0,1.609437850707068,0.99919264877741,0.0001,5080.0
syn3,False,True,5.0,sa,100.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.002607945119962096,0.028692614287137985,5076.4,8.530468097710452,0.9900500893468651,5.0,1.6094379124340994,1.0,0.0034,5080.0
syn3,False,True,5.0,subgraphx,100.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.001343522104434669,0.02455054596066475,6.46,2.8112142342338635,1.0,1.89,1.6035657137153063,1.0,0.1618,5080.0
syn3,False,True,10.0,basic_gnnexplainer,100.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.003961736336350441,0.013662705197930336,190.28,3.0816230580216057,0.22777237886073068,10.0,2.175179578838643,0.9537295075047837,4.9097,5080.0
syn3,False,True,10.0,distance,100.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.019888849928975105,0.003611539024859667,5036.28,8.35592083955209,0.08152237392978505,10.0,2.220323755092567,0.45481055056055014,0.016,5080.0
syn3,False,True,10.0,ig,100.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.00229839445091784,0.028692614287137985,5076.96,8.53055651129253,0.9869600233726868,10.0,2.3025841739961352,0.9994765662898121,0.2106,5080.0
syn3,False,True,10.0,occlusion,100.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.028692619875073433,5078.17,8.524960821143084,0.9907425381918287,10.0,2.3025850929940423,1.0,0.5948,5080.0
syn3,False,True,10.0,pagerank,100.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.028692619875073433,0.002645877655595541,2317.54,5.508295397194888,0.0010062258860879351,10.0,2.2713295107274662,0.6235180535540649,0.0318,5080.0
syn3,False,True,10.0,pgexplainer,100.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,6.427765038097277e-05,0.028692614287137985,1899.16,6.931604143643703,0.016906764644566516,10.0,2.302584688666282,0.9999217091386657,124.8197,5080.0
syn3,False,True,10.0,pgmexplainer,100.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.01738716848194599,0.0038157410454005003,428.62,4.44076831873319,0.24684047562610195,10.0,2.287545877630217,0.7017731579385311,4.1537,5080.0
syn3,False,True,10.0,random,100.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.002488747239112854,0.028692619875073433,5074.41,8.340058907414045,0.49191459540170845,10.0,2.302584889948089,0.998510000104156,0.0001,5080.0
syn3,False,True,10.0,sa,100.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.002607945119962096,0.028692614287137985,5076.4,8.530468097710452,0.9900500893468651,10.0,2.3025850929940423,1.0,0.0034,5080.0
syn3,False,True,10.0,subgraphx,100.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.004977211356163025,0.02040710486471653,6.46,2.8112142342338635,1.0,3.74,2.278472178997358,1.0,0.1618,5080.0
syn3,False,True,15.0,basic_gnnexplainer,100.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.006711328402161598,0.009847786277532578,190.28,3.0816230580216057,0.22777237886073068,15.0,2.3259697166352935,0.8013644919506003,4.9097,5080.0
syn3,False,True,15.0,distance,100.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.026638830080628395,0.0027432513888925314,5036.28,8.35592083955209,0.08152237392978505,15.0,2.6108401109058628,0.39602435564435545,0.016,5080.0
syn3,False,True,15.0,ig,100.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0023046392016112804,0.028692614287137985,5076.96,8.53055651129253,0.9869600233726868,15.0,2.7080495335774915,0.9994765662898121,0.2106,5080.0
syn3,False,True,15.0,occlusion,100.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.028692619875073433,5078.17,8.524960821143084,0.9907425381918287,15.0,2.708050201102203,1.0,0.5948,5080.0
syn3,False,True,15.0,pagerank,100.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.028692619875073433,0.0027022843714803457,2317.54,5.508295397194888,0.0010062258860879351,15.0,2.654423008425644,0.5149364755829575,0.0318,5080.0
syn3,False,True,15.0,pgexplainer,100.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,5.60766457056161e-05,0.028095195069909096,1899.16,6.931604143643703,0.016906764644566516,15.0,2.708049684856801,0.9994316580459396,124.8197,5080.0
