dataset,true_label_as_target,hard_mask,topk,explainer_name,num_test,fidelity_acc+,fidelity_acc-,fidelity_prob+,fidelity_prob-,fidelity_gnn_acc+,fidelity_gnn_acc-,fidelity_gnn_prob+,fidelity_gnn_prob-,f1_score,precision,recall,mask_size_init,mask_entropy_init,max_avg_init,mask_size_transf,mask_entropy_transf,max_avg_transf,cc_ratio,time,number_of_edges
syn1,False,True,100.0,occlusion,100.0,-1.0,-1.0,-1.0,-1.0,0.43600000000000005,0.6300000000000001,0.36561142206192015,0.5381501466035843,0.026779074506168076,0.014309151224935776,0.21633333333333332,4100.9,8.301665776154147,0.8739930139532731,99.94800000000001,4.601379165405438,0.8853516293006628,0.04186030995584371,0.5137,4110.0
syn1,False,True,100.0,pagerank,100.0,-1.0,-1.0,-1.0,-1.0,0.716,0.006,0.6183162271976471,0.0041159652173519135,0.21428571428571433,0.12,1.0,2997.08,6.3463850298754,0.0010064067405241828,100.0,3.638623198497869,0.02754512458852158,0.026344916729930428,0.01972,4110.0
syn1,False,True,100.0,pgexplainer,100.0,-1.0,-1.0,-1.0,-1.0,0.19,0.584,0.1335880011320114,0.5507668793201447,0.022553739843471914,0.012619596017087693,0.10599999999999998,895.2360000000001,5.79044804367183,0.016071243882909987,100.0,4.604891232708789,0.9639526241192689,0.5,61.07786,4110.0
syn1,False,True,100.0,pgmexplainer,100.0,-1.0,-1.0,-1.0,-1.0,0.6900000000000001,0.11000000000000001,0.5913341522216797,0.10878949388861656,0.2222677645627346,0.1362420633005807,0.8433333333333334,694.9559999999999,5.616166243891415,0.25561802574888065,89.768,4.36359847624396,0.4823421879030513,0.038498204629782797,3.76832,4110.0
syn1,False,True,100.0,random,100.0,-1.0,-1.0,-1.0,-1.0,0.052000000000000005,0.712,0.037666814401745796,0.6167994439601898,0.005335548830657473,0.0028295427558385857,0.04666666666666666,4104.8099999999995,8.127226199258303,0.4612887385537827,100.0,4.60514454515063,0.9850302278397521,0.36782376365624686,0.0001,4110.0
syn1,False,True,100.0,sa,100.0,-1.0,-1.0,-1.0,-1.0,0.25,0.844,0.23081181794404984,0.6587058007717133,0.022213615006423604,0.012152129133090689,0.14100000000000001,3813.8,7.965996366217537,0.8576423067569049,99.808,4.5012618732797005,0.8698610433599574,0.05668374591048606,0.00434,4110.0
syn1,False,True,100.0,subgraphx,100.0,-1.0,-1.0,-1.0,-1.0,0.7310869565217392,0.09847826086956521,0.6937815248966217,0.11900143325328827,0.6752897199418938,0.8270207039337475,0.5984782608695652,8.971304347826088,2.137013687147546,1.0,8.971304347826088,2.137013687147546,1.0,0.2247355072463768,732.40525,4110.0
syn1,True,False,1.0,basic_gnnexplainer,100.0,0.054000000000000006,0.7100000000000001,0.0168971530161798,0.5324307918548584,-1.0,-1.0,-1.0,-1.0,0.10171428571428572,0.356,0.05933333333333333,231.11999999999998,3.3487701050710426,0.3028433140407358,1.0,0.0,1.0,0.5,3.6260199999999996,4110.0
syn1,True,False,1.0,distance,100.0,0.2,0.712,0.026711269840598108,0.5387952268123627,-1.0,-1.0,-1.0,-1.0,0.265142857142857,0.9279999999999999,0.15466666666666665,4057.256,8.182172553618587,0.07677195195263292,1.0,0.0,1.0,0.5,0.014099999999999998,4110.0
syn1,True,False,1.0,gnnexplainer,100.0,0.06999999999999999,0.686,0.027813570946455,0.5127328395843506,-1.0,-1.0,-1.0,-1.0,0.096,0.33599999999999997,0.05600000000000001,231.11999999999998,3.307589230819423,0.2927635836918951,1.0,0.0,1.0,0.5,3.96262,4110.0
syn1,True,False,1.0,ig,100.0,0.406,0.748,0.2751466043293476,0.5739281952381134,-1.0,-1.0,-1.0,-1.0,0.21999999999999992,0.77,0.12833333333333333,3890.1760000000004,7.969817465788165,0.4443584828500312,1.0,0.0,1.0,0.5,0.16548000000000002,4110.0
syn1,True,False,1.0,occlusion,100.0,0.33999999999999997,0.712,0.2798505038022995,0.5373536944389343,-1.0,-1.0,-1.0,-1.0,0.12399999999999997,0.434,0.07233333333333333,4108.969999999999,8.304429071134724,0.8756601168462271,1.0,0.0,1.0,0.5,0.5436799999999999,4110.0
syn1,True,False,1.0,pagerank,100.0,0.29,0.7060000000000001,0.1054493546485901,0.5066518068313599,-1.0,-1.0,-1.0,-1.0,0.2845714285714284,0.9960000000000001,0.16600000000000004,2997.08,6.3463850298754,0.0010064067405241828,1.0,0.0,1.0,0.5,0.020479999999999998,4110.0
syn1,True,False,1.0,pgexplainer,100.0,0.0,0.712,0.00010705637687351555,0.5387952268123627,-1.0,-1.0,-1.0,-1.0,0.003428571428571429,0.012,0.0019999999999999996,894.6719999999999,5.783462969560709,0.016320068229895096,1.0,0.0,1.0,0.5,63.3485,4110.0
syn1,True,False,1.0,pgmexplainer,100.0,0.21600000000000003,0.668,0.11648150235414505,0.47614198327064516,-1.0,-1.0,-1.0,-1.0,0.2182857142857142,0.764,0.1273333333333333,695.28,5.617627117507912,0.2536081985299036,1.0,0.0,1.0,0.5,3.8303799999999995,4110.0
syn1,True,False,1.0,random,100.0,0.0,0.712,4.184914287179709e-05,0.5387952268123627,-1.0,-1.0,-1.0,-1.0,0.001142857142857143,0.004,0.0006666666666666666,4104.8099999999995,8.127226199258303,0.4612887385537827,1.0,0.0,1.0,0.5,0.0001,4110.0
syn1,True,False,1.0,sa,100.0,0.37,0.758,0.21082932576537133,0.586573725938797,-1.0,-1.0,-1.0,-1.0,0.047999999999999994,0.16799999999999998,0.027999999999999997,3813.964,7.966836371464647,0.8603249407416035,1.0,0.0,1.0,0.5,0.00414,4110.0
syn1,True,False,1.0,subgraphx,100.0,0.19369565217391305,0.7980434782608696,0.15553579106926918,0.6522859334945679,-1.0,-1.0,-1.0,-1.0,0.2275155279503105,0.796304347826087,0.13271739130434781,9.051304347826086,2.1515454307096427,1.0,1.0,0.0,1.0,0.5,755.8674,4110.0
syn1,True,False,5.0,basic_gnnexplainer,100.0,0.20600000000000002,0.672,0.08919340521097183,0.4909578561782837,-1.0,-1.0,-1.0,-1.0,0.2937494949494949,0.3442333333333334,0.2583333333333333,231.11999999999998,3.3487701050710426,0.3028433140407358,5.0,1.582257409465285,0.9826505268341984,0.34041428571428567,3.6260199999999996,4110.0
syn1,True,False,5.0,distance,100.0,0.262,0.6300000000000001,0.07928723990917205,0.44734659790992737,-1.0,-1.0,-1.0,-1.0,0.6875919191919191,0.8478333333333333,0.5856666666666667,4057.256,8.182172553618587,0.07677195195263292,5.0,1.5395350055109307,0.6791099206349206,0.2129,0.014099999999999998,4110.0
syn1,True,False,5.0,gnnexplainer,100.0,0.252,0.6639999999999999,0.12108428627252579,0.4823399126529694,-1.0,-1.0,-1.0,-1.0,0.286969696969697,0.33470000000000005,0.253,231.11999999999998,3.307589230819423,0.2927635836918951,5.0,1.5649489792961215,0.9707981762103769,0.34006507936507935,3.96262,4110.0
syn1,True,False,5.0,ig,100.0,0.32199999999999995,0.76,0.17439648434519767,0.5842719435691833,-1.0,-1.0,-1.0,-1.0,0.3749777777777778,0.5581666666666667,0.2826666666666667,3890.1760000000004,7.969817465788165,0.4443584828500312,5.0,1.597187617842438,0.839420265433054,0.3448825396825397,0.16548000000000002,4110.0
syn1,True,False,5.0,occlusion,100.0,0.42000000000000004,0.632,0.35542133152484895,0.4521546870470047,-1.0,-1.0,-1.0,-1.0,0.2072,0.23079999999999998,0.18833333333333332,4108.969999999999,8.304429071134724,0.8756601168462271,5.0,1.6017090483645895,0.900985842909915,0.3454230158730158,0.5436799999999999,4110.0
syn1,True,False,5.0,pagerank,100.0,0.7060000000000001,0.526,0.488613498210907,0.34845951199531555,-1.0,-1.0,-1.0,-1.0,0.6600000000000001,0.99,0.495,2997.08,6.3463850298754,0.0010064067405241828,5.0,1.6059419597155518,0.9240956757275516,0.26666666666666666,0.020479999999999998,4110.0
syn1,True,False,5.0,pgexplainer,100.0,0.002,0.708,0.0005902664150198688,0.5354145348072052,-1.0,-1.0,-1.0,-1.0,0.008977777777777777,0.012666666666666665,0.007000000000000001,894.6719999999999,5.783462969560709,0.016320068229895096,5.0,1.6094307106569878,0.9970014610022776,0.5,63.3485,4110.0
syn1,True,False,5.0,pgmexplainer,100.0,0.45999999999999996,0.5980000000000001,0.3022608160972595,0.41841734647750856,-1.0,-1.0,-1.0,-1.0,0.43688888888888877,0.6553333333333333,0.32766666666666666,695.28,5.617627117507912,0.2536081985299036,5.0,1.607841474481928,0.9557601394826838,0.32253333333333334,3.8303799999999995,4110.0
syn1,True,False,5.0,random,100.0,0.002,0.712,0.001967339194379747,0.5393011629581451,-1.0,-1.0,-1.0,-1.0,0.0021818181818181815,0.0024000000000000002,0.0019999999999999996,4104.8099999999995,8.127226199258303,0.4612887385537827,5.0,1.6094378234587012,0.9990535688524304,0.49246825396825394,0.0001,4110.0
syn1,True,False,5.0,sa,100.0,0.33399999999999996,0.8019999999999999,0.18299610391259194,0.6303480446338654,-1.0,-1.0,-1.0,-1.0,0.10168888888888887,0.15233333333333335,0.07633333333333334,3813.964,7.966836371464647,0.8603249407416035,5.0,1.6084558596706124,0.9765573640826644,0.3330119047619048,0.00414,4110.0
syn1,True,False,5.0,subgraphx,100.0,0.6276086956521738,0.5960869565217392,0.5105734318494797,0.45376065373420715,-1.0,-1.0,-1.0,-1.0,0.6235821256038647,0.8325362318840579,0.5086594202898551,9.051304347826086,2.1515454307096427,1.0,4.891521739130434,1.585231688063276,1.0,0.2509239130434782,755.8674,4110.0
syn1,True,False,10.0,basic_gnnexplainer,100.0,0.288,0.656,0.15047246664762498,0.4706148087978363,-1.0,-1.0,-1.0,-1.0,0.38254035964035965,0.3392706349206349,0.44466666666666665,231.11999999999998,3.3487701050710426,0.3028433140407358,10.0,2.138772620683941,0.8935354948621044,0.2481627599352832,3.6260199999999996,4110.0
syn1,True,False,10.0,distance,100.0,0.45199999999999996,0.626,0.23495813012123107,0.42222254872322085,-1.0,-1.0,-1.0,-1.0,0.7895784049284049,0.7362849206349205,0.859,4057.256,8.182172553618587,0.07677195195263292,10.0,2.206888513461919,0.4380464444444442,0.15029834054834051,0.014099999999999998,4110.0
syn1,True,False,10.0,gnnexplainer,100.0,0.312,0.644,0.16309932321310044,0.46404566764831545,-1.0,-1.0,-1.0,-1.0,0.3736047785547785,0.33368412698412697,0.43133333333333324,231.11999999999998,3.307589230819423,0.2927635836918951,10.0,2.10698196151281,0.8817642845229517,0.25049863597874433,3.96262,4110.0
syn1,True,False,10.0,ig,100.0,0.354,0.664,0.1637721426784992,0.4873358964920044,-1.0,-1.0,-1.0,-1.0,0.43562057942057936,0.46433095238095234,0.414,3890.1760000000004,7.969817465788165,0.4443584828500312,10.0,2.2844142565201664,0.7215904193098829,0.239825135975136,0.16548000000000002,4110.0
syn1,True,False,10.0,occlusion,100.0,0.42000000000000004,0.632,0.3555163085460663,0.45215348303318026,-1.0,-1.0,-1.0,-1.0,0.16381666666666667,0.13547460317460316,0.20933333333333332,4108.969999999999,8.304429071134724,0.8756601168462271,10.0,2.293539358381051,0.8965937443399229,0.2683382284382284,0.5436799999999999,4110.0
syn1,True,False,10.0,pagerank,100.0,0.7100000000000001,0.22200000000000003,0.4744812548160553,0.10200276970863342,-1.0,-1.0,-1.0,-1.0,0.8643636363636361,0.9508000000000001,0.7923333333333331,2997.08,6.3463850298754,0.0010064067405241828,10.0,2.2803525405462253,0.623043267909111,0.1996666666666666,0.020479999999999998,4110.0
syn1,True,False,10.0,pgexplainer,100.0,0.01,0.7020000000000001,0.006734185037203133,0.5285521566867828,-1.0,-1.0,-1.0,-1.0,0.009818181818181816,0.0108,0.009,894.6719999999999,5.783462969560709,0.016320068229895096,10.0,2.3025577916634306,0.991640462943114,0.5,63.3485,4110.0
syn1,True,False,10.0,pgmexplainer,100.0,0.492,0.504,0.3504941284656525,0.3306110382080078,-1.0,-1.0,-1.0,-1.0,0.5294382284382284,0.5815904761904762,0.48599999999999993,695.28,5.617627117507912,0.2536081985299036,10.0,2.2974480346877617,0.8525935055849884,0.2628023809523809,3.8303799999999995,4110.0
syn1,True,False,10.0,random,100.0,0.004,0.712,0.0016722607892006637,0.5393011629581451,-1.0,-1.0,-1.0,-1.0,0.002516666666666666,0.0020222222222222226,0.003333333333333333,4104.8099999999995,8.127226199258303,0.4612887385537827,10.0,2.302584801500757,0.9981346144010688,0.48533259373925014,0.0001,4110.0
syn1,True,False,10.0,sa,100.0,0.33799999999999997,0.834,0.18036694824695587,0.6529852211475372,-1.0,-1.0,-1.0,-1.0,0.10816350316350316,0.11490476190476191,0.10299999999999998,3813.964,7.966836371464647,0.8603249407416035,10.0,2.2998987744780557,0.9459537109347629,0.24403214008214005,0.00414,4110.0
syn1,True,False,10.0,subgraphx,100.0,0.7660869565217392,0.20869565217391306,0.6596864461898804,0.13138386607170105,-1.0,-1.0,-1.0,-1.0,0.6771156717678457,0.823746894409938,0.5984782608695652,9.051304347826086,2.1515454307096427,1.0,8.407391304347826,2.095099486603532,1.0,0.22373550724637684,755.8674,4110.0
syn1,True,False,15.0,basic_gnnexplainer,100.0,0.304,0.656,0.16040033400058745,0.46906531453132627,-1.0,-1.0,-1.0,-1.0,0.40886917784657717,0.33285964035964033,0.5529999999999999,231.11999999999998,3.3487701050710426,0.3028433140407358,14.87,2.3162356342289057,0.7690146613010331,0.19938068535594483,3.6260199999999996,4110.0
syn1,True,False,15.0,distance,100.0,0.5439999999999999,0.632,0.31360104084014895,0.42282875776290896,-1.0,-1.0,-1.0,-1.0,0.7071269349845201,0.5672022977022977,0.9483333333333333,4057.256,8.182172553618587,0.07677195195263292,15.0,2.587973808451646,0.37322455555555534,0.10796855921855922,0.014099999999999998,4110.0
syn1,True,False,15.0,gnnexplainer,100.0,0.324,0.64,0.1755035102367401,0.46018041372299195,-1.0,-1.0,-1.0,-1.0,0.40807917096663227,0.332041847041847,0.5526666666666666,231.11999999999998,3.307589230819423,0.2927635836918951,14.87,2.2805758236036264,0.7497515039287215,0.19804944928067064,3.96262,4110.0
syn1,True,False,15.0,ig,100.0,0.356,0.662,0.16237138137221335,0.47603418827056887,-1.0,-1.0,-1.0,-1.0,0.4110610570544006,0.3495676545676546,0.503,3890.1760000000004,7.969817465788165,0.4443584828500312,15.0,2.6668240711086946,0.6761484050368599,0.20627871492112976,0.16548000000000002,4110.0
syn1,True,False,15.0,occlusion,100.0,0.42000000000000004,0.632,0.3555659055709839,0.45215348303318026,-1.0,-1.0,-1.0,-1.0,0.12708735564401197,0.09188787878787877,0.20933333333333332,4108.969999999999,8.304429071134724,0.8756601168462271,15.0,2.70018177874868,0.8949722155781726,0.23172745087729604,0.5436799999999999,4110.0
syn1,True,False,15.0,pagerank,100.0,0.7100000000000001,0.21800000000000003,0.474538779258728,0.07699948474764824,-1.0,-1.0,-1.0,-1.0,0.8560000000000002,0.749,0.9986666666666668,2997.08,6.3463850298754,0.0010064067405241828,15.0,2.634445920449248,0.5000951816784147,0.14271428571428563,0.020479999999999998,4110.0
syn1,True,False,15.0,pgexplainer,100.0,0.018,0.696,0.011278385762125254,0.5217624068260193,-1.0,-1.0,-1.0,-1.0,0.015214285714285717,0.013033333333333333,0.018333333333333333,894.6719999999999,5.783462969560709,0.016320068229895096,15.0,2.7080067271716866,0.989791906861287,0.5,63.3485,4110.0
syn1,True,False,15.0,pgmexplainer,100.0,0.52,0.454,0.37739498615264894,0.2788090318441391,-1.0,-1.0,-1.0,-1.0,0.5356881060116354,0.46753008658008655,0.6276666666666667,695.28,5.617627117507912,0.2536081985299036,14.996,2.6940502933798416,0.8107911733099481,0.20095440670440673,3.8303799999999995,4110.0
syn1,True,False,15.0,random,100.0,0.004,0.712,0.0015393208479508758,0.5393006861209869,-1.0,-1.0,-1.0,-1.0,0.0026761904761904757,0.0018761904761904764,0.004666666666666666,4104.8099999999995,8.127226199258303,0.4612887385537827,15.0,2.7080495862433915,0.9974874402737874,0.47928269799166356,0.0001,4110.0
syn1,True,False,15.0,sa,100.0,0.33999999999999997,0.834,0.18285867497324942,0.6508769094944,-1.0,-1.0,-1.0,-1.0,0.09887837977296181,0.0846633644133644,0.11966666666666667,3813.964,7.966836371464647,0.8603249407416035,15.0,2.702615244098681,0.9419274719149561,0.21193956040893042,0.00414,4110.0
syn1,True,False,15.0,subgraphx,100.0,0.7260869565217392,0.08847826086956521,0.6201593577861786,0.03598262509331107,-1.0,-1.0,-1.0,-1.0,0.6741028512550251,0.8174373706004141,0.5993115942028986,9.051304347826086,2.1515454307096427,1.0,9.051304347826086,2.1515454307096427,1.0,0.22223550724637683,755.8674,4110.0
syn1,True,False,20.0,basic_gnnexplainer,100.0,0.31,0.656,0.1668160989880562,0.46896386742591856,-1.0,-1.0,-1.0,-1.0,0.42376506662300173,0.33236978862211053,0.632,231.11999999999998,3.3487701050710426,0.3028433140407358,19.084,2.4018590079450908,0.5865697543324557,0.17154335255679215,3.6260199999999996,4110.0
syn1,True,False,20.0,distance,100.0,0.5740000000000001,0.632,0.3468860685825348,0.4163739919662476,-1.0,-1.0,-1.0,-1.0,0.5912913959419679,0.4238964231846585,0.982,4057.256,8.182172553618587,0.07677195195263292,20.0,2.8647175541923646,0.29065133888888883,0.07716589831736889,0.014099999999999998,4110.0
syn1,True,False,20.0,gnnexplainer,100.0,0.328,0.642,0.17689530551433563,0.4604407846927643,-1.0,-1.0,-1.0,-1.0,0.42137967960517964,0.33078993182599986,0.6273333333333333,231.11999999999998,3.307589230819423,0.2927635836918951,19.084,2.363896681303108,0.5472426508045666,0.16818231347125318,3.96262,4110.0
syn1,True,False,20.0,ig,100.0,0.356,0.662,0.16197315081954003,0.4761658489704132,-1.0,-1.0,-1.0,-1.0,0.3351483146582258,0.25106802237150533,0.5103333333333333,3890.1760000000004,7.969817465788165,0.4443584828500312,20.0,2.9224447168306926,0.556566191993885,0.17639745269654344,0.16548000000000002,4110.0
syn1,True,False,20.0,occlusion,100.0,0.42000000000000004,0.632,0.355643555521965,0.45215348303318026,-1.0,-1.0,-1.0,-1.0,0.10367642546621951,0.06916653738418443,0.21033333333333334,4108.969999999999,8.304429071134724,0.8756601168462271,20.0,2.9889826196561793,0.8946753400307925,0.21095860604360267,0.5436799999999999,4110.0
syn1,True,False,20.0,pagerank,100.0,0.7100000000000001,0.21800000000000003,0.4745097815990448,0.07609093338251113,-1.0,-1.0,-1.0,-1.0,0.7492499999999999,0.5993999999999999,0.999,2997.08,6.3463850298754,0.0010064067405241828,20.0,2.800427577267838,0.14220435946108648,0.11104444444444446,0.020479999999999998,4110.0
syn1,True,False,20.0,pgexplainer,100.0,0.03,0.692,0.01708624344319105,0.5156837105751038,-1.0,-1.0,-1.0,-1.0,0.01696453388372893,0.013059174159174158,0.024333333333333332,894.6719999999999,5.783462969560709,0.016320068229895096,20.0,2.9956695973929395,0.9804754626399739,0.5,63.3485,4110.0
syn1,True,False,20.0,pgmexplainer,100.0,0.546,0.40599999999999997,0.39874390959739686,0.2413392961025238,-1.0,-1.0,-1.0,-1.0,0.4891686860267355,0.3843682983682984,0.6766666666666665,695.28,5.617627117507912,0.2536081985299036,19.976,2.9668829517481625,0.7132377586105605,0.15863104656781127,3.8303799999999995,4110.0
syn1,True,False,20.0,random,100.0,0.006,0.712,0.0015226773917675017,0.5393006861209869,-1.0,-1.0,-1.0,-1.0,0.0034092307692307686,0.0022210526315789474,0.007333333333333333,4104.8099999999995,8.127226199258303,0.4612887385537827,20.0,2.9957312086277756,0.9968524352361177,0.4715206337972592,0.0001,4110.0
syn1,True,False,20.0,sa,100.0,0.33999999999999997,0.834,0.18031831756234168,0.6507268846035004,-1.0,-1.0,-1.0,-1.0,0.08362222512609509,0.06370569985569986,0.12266666666666666,3813.964,7.966836371464647,0.8603249407416035,20.0,2.981204979981213,0.90386756339304,0.18794247147578347,0.00414,4110.0
syn1,True,False,20.0,subgraphx,100.0,0.7260869565217392,0.08847826086956521,0.6201593577861786,0.03598262509331107,-1.0,-1.0,-1.0,-1.0,0.6741028512550251,0.8174373706004141,0.5993115942028986,9.051304347826086,2.1515454307096427,1.0,9.051304347826086,2.1515454307096427,1.0,0.22223550724637683,755.8674,4110.0
syn1,True,False,25.0,basic_gnnexplainer,100.0,0.312,0.656,0.1707298457622528,0.46860612034797666,-1.0,-1.0,-1.0,-1.0,0.42769891013684125,0.32973458028712427,0.6773333333333333,231.11999999999998,3.3487701050710426,0.3028433140407358,23.234,2.4677814348815286,0.4261395846713939,0.1551499367417856,3.6260199999999996,4110.0
syn1,True,False,25.0,distance,100.0,0.5780000000000001,0.6300000000000001,0.35016749501228334,0.4142523467540741,-1.0,-1.0,-1.0,-1.0,0.48593631236022095,0.322269726787324,0.9903333333333333,4057.256,8.182172553618587,0.07677195195263292,25.0,3.071987334620217,0.2774882805555556,0.0578700040211953,0.014099999999999998,4110.0
syn1,True,False,25.0,gnnexplainer,100.0,0.324,0.642,0.17566553354263306,0.4609766960144043,-1.0,-1.0,-1.0,-1.0,0.4301576421869721,0.3312548385984575,0.6836666666666666,231.11999999999998,3.307589230819423,0.2927635836918951,23.234,2.42902492373013,0.4165020603812201,0.14985351657192236,3.96262,4110.0
syn1,True,False,25.0,ig,100.0,0.358,0.66,0.16238172724843025,0.4738064885139465,-1.0,-1.0,-1.0,-1.0,0.2981780048000548,0.20922748576448602,0.5286666666666667,3890.1760000000004,7.969817465788165,0.4443584828500312,25.0,3.1250814042561736,0.5515311343896989,0.15815990786946593,0.16548000000000002,4110.0
syn1,True,False,25.0,occlusion,100.0,0.42000000000000004,0.632,0.355601441860199,0.45215348303318026,-1.0,-1.0,-1.0,-1.0,0.08881141626541347,0.056694906026206325,0.2106666666666667,4108.969999999999,8.304429071134724,0.8756601168462271,25.0,3.212996162644733,0.8945902706927473,0.18036495730520807,0.5436799999999999,4110.0
syn1,True,False,25.0,pagerank,100.0,0.7100000000000001,0.21800000000000003,0.4745902717113495,0.07490780130028725,-1.0,-1.0,-1.0,-1.0,0.631578947368421,0.4615384615384615,1.0,2997.08,6.3463850298754,0.0010064067405241828,25.0,2.9400655748286937,0.12820813103833723,0.083969696969697,0.020479999999999998,4110.0
syn1,True,False,25.0,pgexplainer,100.0,0.044,0.682,0.025808193162083624,0.5044758737087249,-1.0,-1.0,-1.0,-1.0,0.017864980633401688,0.012795695970695969,0.029666666666666664,894.6719999999999,5.783462969560709,0.016320068229895096,25.0,3.2187882595170954,0.9795250189169679,0.5,63.3485,4110.0
syn1,True,False,25.0,pgmexplainer,100.0,0.5700000000000001,0.382,0.41793065667152407,0.2235684871673584,-1.0,-1.0,-1.0,-1.0,0.44538702691663784,0.3223460322185554,0.726,695.28,5.617627117507912,0.2536081985299036,24.951999999999998,3.1792775034445975,0.6807415149503911,0.12524553145512898,3.8303799999999995,4110.0
syn1,True,False,25.0,random,100.0,0.008,0.712,0.001337244501337409,0.5393006861209869,-1.0,-1.0,-1.0,-1.0,0.00363010752688172,0.0022533333333333333,0.009333333333333332,4104.8099999999995,8.127226199258303,0.4612887385537827,25.0,3.2188741912553063,0.9959655941558063,0.4643658728468637,0.0001,4110.0
syn1,True,False,25.0,sa,100.0,0.34199999999999997,0.834,0.1805262379348278,0.6502998411655426,-1.0,-1.0,-1.0,-1.0,0.07757282651918808,0.055353459199898834,0.13066666666666665,3813.964,7.966836371464647,0.8603249407416035,25.0,3.197362598650986,0.9013976604692842,0.16540753497367755,0.00414,4110.0
syn1,True,False,25.0,subgraphx,100.0,0.7260869565217392,0.08847826086956521,0.6201593577861786,0.03598262509331107,-1.0,-1.0,-1.0,-1.0,0.6741028512550251,0.8174373706004141,0.5993115942028986,9.051304347826086,2.1515454307096427,1.0,9.051304347826086,2.1515454307096427,1.0,0.22223550724637683,755.8674,4110.0
syn1,True,False,50.0,basic_gnnexplainer,100.0,0.33399999999999996,0.652,0.18705738484859466,0.4658014178276062,-1.0,-1.0,-1.0,-1.0,0.43508179954915,0.3290489038787369,0.7756666666666667,231.11999999999998,3.3487701050710426,0.3028433140407358,37.156,2.6720423600360292,0.3135779499485335,0.1096278578127697,3.6260199999999996,4110.0
syn1,True,False,50.0,distance,100.0,0.58,0.6300000000000001,0.35373281240463256,0.4147937774658203,-1.0,-1.0,-1.0,-1.0,0.2501898872259292,0.1431021111617102,0.9976666666666667,4057.256,8.182172553618587,0.07677195195263292,50.0,3.737810728699224,0.18864236111111105,0.027366800266849463,0.014099999999999998,4110.0
syn1,True,False,50.0,gnnexplainer,100.0,0.33799999999999997,0.6479999999999999,0.1912437707185745,0.466093111038208,-1.0,-1.0,-1.0,-1.0,0.4368344616418378,0.33007055449344713,0.7823333333333333,231.11999999999998,3.307589230819423,0.2927635836918951,37.156,2.631606680844519,0.3040391551626328,0.109045973078103,3.96262,4110.0
syn1,True,False,50.0,ig,100.0,0.362,0.654,0.16602212339639663,0.4686631739139557,-1.0,-1.0,-1.0,-1.0,0.1648799527172565,0.09743260858301764,0.5523333333333333,3890.1760000000004,7.969817465788165,0.4443584828500312,50.0,3.71712108270619,0.4928102757507096,0.12203824461893886,0.16548000000000002,4110.0
syn1,True,False,50.0,occlusion,100.0,0.422,0.632,0.35436996817588806,0.4520069271326065,-1.0,-1.0,-1.0,-1.0,0.05111255472627132,0.029128328635037105,0.215,4108.969999999999,8.304429071134724,0.8756601168462271,50.0,3.9080906846047396,0.8917165060505718,0.11672296339372737,0.5436799999999999,4110.0
syn1,True,False,50.0,pagerank,100.0,0.7100000000000001,0.21600000000000003,0.4746566712856293,0.07223531603813171,-1.0,-1.0,-1.0,-1.0,0.38709677419354854,0.24,1.0,2997.08,6.3463850298754,0.0010064067405241828,50.0,3.2980367212307966,0.06286065229253399,0.047984790028625,0.020479999999999998,4110.0
syn1,True,False,50.0,pgexplainer,100.0,0.096,0.646,0.05540558658540249,0.46363081932067873,-1.0,-1.0,-1.0,-1.0,0.021833944281524926,0.01346837606837607,0.057666666666666665,894.6719999999999,5.783462969560709,0.016320068229895096,50.0,3.911753905808564,0.9663238405261338,0.5,63.3485,4110.0
syn1,True,False,50.0,pgmexplainer,100.0,0.602,0.33399999999999996,0.44281959533691406,0.1842138171195984,-1.0,-1.0,-1.0,-1.0,0.30953226798725586,0.19670834624731284,0.7893333333333332,695.28,5.617627117507912,0.2536081985299036,47.388,3.7867992972295554,0.5436912106107231,0.06824679115902485,3.8303799999999995,4110.0
syn1,True,False,50.0,random,100.0,0.02,0.712,0.006828098394908011,0.5385711789131165,-1.0,-1.0,-1.0,-1.0,0.004594949494949495,0.0025747959183673474,0.02133333333333333,4104.8099999999995,8.127226199258303,0.4612887385537827,50.0,3.9120165298962943,0.9921336183730736,0.4303493684506341,0.0001,4110.0
syn1,True,False,50.0,sa,100.0,0.34199999999999997,0.834,0.18135836645960807,0.6499824464321137,-1.0,-1.0,-1.0,-1.0,0.042096743601154396,0.02505130623830861,0.13466666666666666,3813.964,7.966836371464647,0.8603249407416035,50.0,3.8530983770565186,0.8795807137360585,0.11930694631977132,0.00414,4110.0
syn1,True,False,50.0,subgraphx,100.0,0.7260869565217392,0.08847826086956521,0.6201593577861786,0.03598262509331107,-1.0,-1.0,-1.0,-1.0,0.6741028512550251,0.8174373706004141,0.5993115942028986,9.051304347826086,2.1515454307096427,1.0,9.051304347826086,2.1515454307096427,1.0,0.22223550724637683,755.8674,4110.0
syn1,True,False,100.0,basic_gnnexplainer,100.0,0.352,0.648,0.2086366146802902,0.4576366901397705,-1.0,-1.0,-1.0,-1.0,0.4356588080001143,0.32880147371889723,0.8223333333333332,231.11999999999998,3.3487701050710426,0.3028433140407358,53.064,2.869880500206717,0.31124768914028095,0.08190936084660043,3.6260199999999996,4110.0
