dataset,true_label_as_target,hard_mask,sparsity,explainer_name,num_test,fidelity_acc+,fidelity_acc-,fidelity_prob+,fidelity_prob-,fidelity_gnn_acc+,fidelity_gnn_acc-,fidelity_gnn_prob+,fidelity_gnn_prob-,mask_sparsity,expl_edges,mask_size_init,mask_entropy_init,max_avg_init,mask_size_transf,mask_entropy_transf,max_avg_transf,time,number_of_edges,mask_sparsity_init,non_zero_values_init
actor,False,True,0.0,distance,100.0,-1.0,-1.0,-1.0,-1.0,0.859,0.613,0.18988644778728486,0.4047832667827606,8.016359788598493e-05,60913.117000000006,60913.117000000006,10.958437063433099,0.11757938133309491,60913.117000000006,10.958437063433099,0.11757938133309491,0.7641,60918.0,8.015693226961495e-05,60913.117000000006
actor,False,True,0.0,gnnexplainer,100.0,-1.0,-1.0,-1.0,-1.0,0.859,0.3,0.18988644778728486,0.48635561764240265,0.9709446251392364,1769.9959999999999,1769.9959999999999,5.008879067915288,0.059889981229715304,1769.9959999999999,5.008879067915288,0.059889981229715304,3.73327,60918.0,0.9709446140713748,1769.9959999999999
actor,False,True,0.0,gradcam,100.0,-1.0,-1.0,-1.0,-1.0,0.859,0.61,0.18988644778728486,0.40510596334934235,0.4197691082954407,35346.504,35346.504,8.168174080586713,0.11636329199613445,35346.504,8.168174080586713,0.11636329199613445,0.00525,60918.0,0.4197691322761747,35346.504
actor,False,True,0.0,ig,100.0,-1.0,-1.0,-1.0,-1.0,0.8710000000000001,0.611,0.19932276010513306,0.40391666293144224,0.03061283537754207,59053.126000000004,59053.126000000004,10.742004079299011,0.18547557740641163,59053.126000000004,10.742004079299011,0.18547557740641163,0.26141000000000003,60918.0,0.030612856626941097,59053.126000000004
actor,False,True,0.0,occlusion,100.0,-1.0,-1.0,-1.0,-1.0,0.859,0.613,0.18988644778728486,0.40478327572345735,0.9709446251392364,1769.9959999999999,1769.9959999999999,6.102230872901976,0.8415122570329364,1769.9959999999999,6.102230872901976,0.8415122570329364,3.47314,60918.0,0.9709446140713748,1769.9959999999999
actor,False,True,0.0,pagerank,100.0,-1.0,-1.0,-1.0,-1.0,0.859,0.613,0.1898864507675171,0.40478326976299284,0.7192480862140656,17102.845999999998,17102.845999999998,8.567082397067887,0.0018793424549053313,17102.845999999998,8.567082397067887,0.0018793424549053313,0.9230700000000001,60918.0,0.7192480711776487,17102.845999999998
actor,False,True,0.0,pgmexplainer,100.0,-1.0,-1.0,-1.0,-1.0,0.859,0.61,0.18988644778728486,0.4050002068281174,0.8912602066993713,6624.210000000001,6624.210000000001,7.774606529655403,0.24288721006210104,6624.210000000001,7.774606529655403,0.24288721006210104,32.78033,60918.0,0.8912602186545848,6624.210000000001
actor,False,True,0.0,random,100.0,-1.0,-1.0,-1.0,-1.0,0.859,0.5970000000000001,0.19015096873044968,0.4041645139455795,0.0010182383586652577,60855.971,60855.971,10.824150478608555,0.5029355975396914,60855.971,10.824150478608555,0.5029355975396914,0.00058,60918.0,0.0010182376309136871,60855.971
actor,False,True,0.0,sa,100.0,-1.0,-1.0,-1.0,-1.0,0.9189999999999999,0.514,0.26179575473070144,0.34397514462471007,0.46897798776626587,32348.798,32348.798,9.19002057386314,0.5558703429523602,32348.798,9.19002057386314,0.5558703429523602,0.02442,60918.0,0.4689780032174399,32348.798
actor,False,True,0.7,basic_gnnexplainer,100.0,-1.0,-1.0,-1.0,-1.0,0.859,0.613,0.18988644778728486,0.4047832816839218,0.9709446251392364,1769.9959999999999,1769.9959999999999,5.688868697677372,0.7256910031584087,1769.9959999999999,5.688868697677372,0.7256910031584087,4.17256,60918.0,0.9709446140713748,1769.9959999999999
actor,False,True,0.7,distance,100.0,-1.0,-1.0,-1.0,-1.0,0.859,0.613,0.1898864507675171,0.4047832667827606,0.7000064849853516,18275.0,60913.117000000006,10.958437063433099,0.11757938133309491,18275.0,9.781908252776914,0.16689725438912945,0.7437699999999999,60918.0,8.015693226961495e-05,60913.117000000006
actor,False,True,0.7,gnnexplainer,100.0,-1.0,-1.0,-1.0,-1.0,0.859,0.296,0.18988644778728486,0.48783148527145387,0.9709446251392364,1769.9959999999999,1769.9959999999999,5.008453418218279,0.06184915539381521,1769.9959999999999,5.008453418218279,0.06184915539381521,4.289009999999999,60918.0,0.9709446140713748,1769.9959999999999
actor,False,True,0.7,gradcam,100.0,-1.0,-1.0,-1.0,-1.0,0.861,0.548,0.1941225379705429,0.4099855422973633,0.8229631423950196,10784.729,35346.504,8.168174080586713,0.11636329199613445,10784.729,7.460699007152182,0.11911662615985372,0.00529,60918.0,0.4197691322761747,35346.504
actor,False,True,0.7,ig,100.0,-1.0,-1.0,-1.0,-1.0,0.892,0.536,0.23423117399215698,0.40511980652809143,0.7087640225887298,17741.507,59053.126000000004,10.742004079304433,0.18547557742262105,17741.507,9.559611147245363,0.19005920939659307,0.23908999999999997,60918.0,0.030612856626941097,59053.126000000004
actor,False,True,0.7,occlusion,100.0,-1.0,-1.0,-1.0,-1.0,0.859,0.613,0.18988644778728486,0.40478327572345735,0.9709446251392364,1769.9959999999999,1769.9959999999999,6.102230872901976,0.8415122570329364,1769.9959999999999,6.102230872901976,0.8415122570329364,3.5931800000000003,60918.0,0.9709446140713748,1769.9959999999999
actor,False,True,0.7,pagerank,100.0,-1.0,-1.0,-1.0,-1.0,0.859,0.613,0.18988644778728486,0.40478326976299284,0.7538360238075257,14995.814999999999,17102.845999999998,8.567082397067887,0.0018793424549053313,14995.814999999999,8.513772990090665,0.0020297643331258775,0.8499700000000001,60918.0,0.7192480711776487,17102.845999999998
actor,False,True,0.7,pgmexplainer,100.0,-1.0,-1.0,-1.0,-1.0,0.859,0.61,0.18988644778728486,0.4050002068281174,0.8945059895515441,6426.485,6624.210000000001,7.774606529655403,0.24288721006210104,6426.485,7.770017706487209,0.24529786457210512,34.507580000000004,60918.0,0.8912602186545848,6624.210000000001
actor,False,True,0.7,random,100.0,-1.0,-1.0,-1.0,-1.0,0.614,0.647,0.37791780233383176,0.31191037893295287,0.7000064849853516,18275.0,60855.971,10.824150478608555,0.5029355975396914,18275.0,9.80808128055892,0.8447693690272751,0.00057,60918.0,0.0010182376309136871,60855.971
actor,False,True,0.7,sa,100.0,-1.0,-1.0,-1.0,-1.0,0.9789999999999999,0.491,0.26774910241365435,0.327934256196022,0.7967077493667603,12384.154,32348.798,9.190020576520215,0.5558703426029308,12384.154,8.628981943069247,0.5622273563568261,0.02294,60918.0,0.4689780032174399,32348.798
actor,False,True,0.99,distance,100.0,-1.0,-1.0,-1.0,-1.0,0.807,0.525,0.2356593653559685,0.4130998283624649,0.9900029897689819,609.0,60913.117000000006,10.958437063433099,0.11757938133309491,609.0,6.375493068237267,0.29170288036315545,0.7308600000000001,60918.0,8.015693226961495e-05,60913.117000000006
actor,False,True,0.99,gnnexplainer,100.0,-1.0,-1.0,-1.0,-1.0,0.7230000000000001,0.253,0.24531883150339126,0.5052910357713699,0.9939273834228516,369.933,1769.9959999999999,5.0089466285446544,0.06285372284604207,369.933,4.497679916768639,0.1222922408237819,4.52224,60918.0,0.9709446140713748,1769.9959999999999
actor,False,True,0.99,gradcam,100.0,-1.0,-1.0,-1.0,-1.0,0.8375,0.5375,0.19294073060154915,0.4094502031803131,0.9926711767911911,446.46,37837.4975,8.393274125852447,0.12420987666309682,446.46,5.31720166984079,0.12990632064672974,0.005375,60918.0,0.37887820512820547,37837.4975
actor,False,True,0.99,ig,100.0,-1.0,-1.0,-1.0,-1.0,0.868,0.46299999999999997,0.25215658247470857,0.4295315116643906,0.9902110040187836,596.327,59053.126000000004,10.742004079274077,0.18547557738199918,596.327,6.213929998568368,0.24321468911646016,0.25684,60918.0,0.030612856626941097,59053.126000000004
actor,False,True,0.99,occlusion,100.0,-1.0,-1.0,-1.0,-1.0,0.9109999999999999,0.445,0.24596568644046785,0.4626883327960968,0.9939273834228516,369.933,1769.9959999999999,6.102230872904713,0.8415122571405359,369.933,5.446338391750567,0.8417614467462293,3.6618900000000005,60918.0,0.9709446140713748,1769.9959999999999
actor,False,True,0.99,pagerank,100.0,-1.0,-1.0,-1.0,-1.0,0.859,0.605,0.18988644778728486,0.407109808921814,0.9900029897689819,609.0,17102.845999999998,8.567082397067887,0.0018793424549053313,609.0,5.880657505543947,0.055813083323726476,0.8296300000000001,60918.0,0.7192480711776487,17102.845999999998
actor,False,True,0.99,random,100.0,-1.0,-1.0,-1.0,-1.0,0.613,0.86,0.39606101512908937,0.19376319348812104,0.9900029897689819,609.0,60855.971,10.824150478608555,0.5029355975396914,609.0,6.411814051835806,0.9943441341380647,0.00061,60918.0,0.0010182376309136871,60855.971
actor,False,True,0.99,sa,100.0,-1.0,-1.0,-1.0,-1.0,0.909,0.508,0.29227801859378816,0.31625119149684905,0.9905501902103424,575.664,32348.798,9.190020576520215,0.5558703426029308,575.664,6.237643309824012,0.7511377299928197,0.02071,60918.0,0.4689780032174399,32348.798
actor,False,True,0.997,gnnexplainer,100.0,-1.0,-1.0,-1.0,-1.0,0.696,0.201,0.28444689214229585,0.5062011659145356,0.9976114749908447,145.497,1769.9959999999999,5.007655292588424,0.0598759016911015,145.497,3.8788660223933435,0.2201058971056164,3.8750799999999996,60918.0,0.9709446140713748,1769.9959999999999
actor,False,True,0.997,ig,100.0,-1.0,-1.0,-1.0,-1.0,0.841,0.437,0.26990820914506913,0.4335794419050217,0.997049742937088,179.707,59053.126000000004,10.742004079304433,0.18547557742262105,179.707,5.040516295237631,0.29825548715674516,0.24317000000000003,60918.0,0.030612856626941097,59053.126000000004
actor,False,True,0.997,occlusion,100.0,-1.0,-1.0,-1.0,-1.0,0.932,0.33799999999999997,0.2729200437664986,0.4902829885482788,0.9976114749908447,145.497,1769.9959999999999,6.102230872900423,0.8415122574770096,145.497,4.782777988228089,0.8420935324357293,3.56002,60918.0,0.9709446140713748,1769.9959999999999
actor,False,True,0.997,pagerank,100.0,-1.0,-1.0,-1.0,-1.0,0.859,0.5860000000000001,0.18988644778728486,0.4124079406261444,0.9970120787620544,182.0,17102.845999999998,8.567082397067887,0.0018793424549053313,182.0,4.726802872432033,0.08463398564425993,0.8645900000000001,60918.0,0.7192480711776487,17102.845999999998
