dataset,true_label_as_target,hard_mask,topk,explainer_name,num_test_x,fidelity_acc+,fidelity_acc-,fidelity_prob+,fidelity_prob-,fidelity_gnn_acc+,fidelity_gnn_acc-,fidelity_gnn_prob+,fidelity_gnn_prob-,num_test_init,mask_size_init,mask_entropy_init,max_avg_init,num_test_transf,mask_size_transf,mask_entropy_transf,max_avg_transf,num_test_y,time,number_of_edges
citeseer,True,False,100.0,subgraphx,100.0,0.17,0.19,0.02689005620777607,0.05657630041241646,-1.0,-1.0,-1.0,-1.0,100.0,2.74,0.6717821577400214,1.0,100.0,2.74,0.6717821577400214,1.0,100.0,8.0507,12431.0
citeseer,True,True,1.0,basic_gnnexplainer,100.0,0.07,0.53,-0.0027973237447440624,0.08130998909473419,-1.0,-1.0,-1.0,-1.0,100.0,64.05,2.220113816877318,0.29765661925879267,100.0,1.0,0.0,1.0,100.0,7.319,12431.0
citeseer,True,True,1.0,distance,100.0,0.06,0.4,-0.00038405731902457774,0.04775487259030342,-1.0,-1.0,-1.0,-1.0,100.0,6259.29,6.646119967189585,0.23614276077001764,100.0,1.0,0.0,1.0,100.0,0.9227,12431.0
citeseer,True,True,1.0,gnnexplainer,100.0,0.28,0.54,0.05759585276246071,0.07206515222787857,-1.0,-1.0,-1.0,-1.0,100.0,64.05,2.1973645756802,0.32980060924776056,100.0,1.0,0.0,1.0,100.0,3.7698,12431.0
citeseer,True,True,1.0,gradcam,100.0,0.05,0.08,-0.0018429502379149199,-0.00024139224842656404,-1.0,-1.0,-1.0,-1.0,100.0,5987.35,5.892102978987634,0.5230541822614622,100.0,1.0,0.0,1.0,100.0,0.0069,12431.0
citeseer,True,True,1.0,ig,100.0,0.8,0.7,0.17360490560531616,0.08712580054998398,-1.0,-1.0,-1.0,-1.0,100.0,6257.5,6.068105880426797,0.2947750684260713,100.0,1.0,0.0,1.0,100.0,0.5002,12431.0
citeseer,True,True,1.0,occlusion,100.0,0.07,0.5,0.014419026051958403,0.08185657858848572,-1.0,-1.0,-1.0,-1.0,100.0,64.05,2.8652764909081503,0.5228419121044062,100.0,1.0,0.0,1.0,100.0,0.8953000000000001,12431.0
citeseer,True,True,1.0,pagerank,100.0,0.05,0.09,-0.0014075651997700334,-0.0027490502689033747,-1.0,-1.0,-1.0,-1.0,100.0,708.67,4.013804689131483,0.22454809277686544,100.0,1.0,0.0,1.0,100.0,0.9475,12431.0
citeseer,True,True,1.0,pgexplainer,100.0,0.04,0.61,-0.0035416128812357783,0.0877268984913826,-1.0,-1.0,-1.0,-1.0,100.0,3308.06,7.075964573929607,0.001002309155124746,100.0,1.0,0.0,1.0,100.0,116.9541,12431.0
citeseer,True,True,1.0,pgmexplainer,100.0,0.05,0.15,-0.00012110829266021028,0.009414550848305225,-1.0,-1.0,-1.0,-1.0,100.0,137.82,3.4956518916274075,0.5286523982301837,100.0,1.0,0.0,1.0,100.0,29.8325,12431.0
citeseer,True,True,1.0,random,100.0,0.08,0.61,0.008420255966484547,0.0877268984913826,-1.0,-1.0,-1.0,-1.0,100.0,12417.28,9.23492418630109,0.477564466200342,100.0,1.0,0.0,1.0,100.0,0.0002,12431.0
citeseer,True,True,1.0,sa,100.0,0.8,0.4,0.17267964780330658,0.07878491282463074,-1.0,-1.0,-1.0,-1.0,100.0,2553.0,4.2097371852083345,0.359053697466419,100.0,1.0,0.0,1.0,100.0,0.0457,12431.0
citeseer,True,True,1.0,subgraphx,100.0,0.05,0.22,-0.0011172018712386489,0.021700209006667137,-1.0,-1.0,-1.0,-1.0,100.0,2.74,0.6717821577400214,1.0,100.0,1.0,0.0,1.0,100.0,8.0507,12431.0
citeseer,True,True,5.0,basic_gnnexplainer,100.0,0.21,0.36,0.019862323999404907,0.04759232699871063,-1.0,-1.0,-1.0,-1.0,100.0,64.05,2.220113816877318,0.29765661925879267,100.0,4.79,1.279681984432616,0.7589520934090546,100.0,7.319,12431.0
citeseer,True,True,5.0,distance,100.0,0.28,0.1,0.026522131636738777,0.001977374078705907,-1.0,-1.0,-1.0,-1.0,100.0,6259.29,6.646119967189585,0.23614276077001764,100.0,4.79,1.5146028342005144,0.77825,100.0,0.9227,12431.0
citeseer,True,True,5.0,gnnexplainer,100.0,0.35,0.43,0.06290135532617569,-0.016906466335058212,-1.0,-1.0,-1.0,-1.0,100.0,64.05,2.1973645756802,0.32980060924776056,100.0,4.79,1.3448353921088902,0.795531531899737,100.0,3.7698,12431.0
citeseer,True,True,5.0,gradcam,100.0,0.38,0.08,0.06969484686851501,-0.018587572500109673,-1.0,-1.0,-1.0,-1.0,100.0,5987.35,5.892102978987634,0.5230541822614622,100.0,4.88,1.543467800067107,0.7831062096000876,100.0,0.0069,12431.0
citeseer,True,True,5.0,ig,100.0,0.8,0.3,0.15365415811538696,0.01421690545976162,-1.0,-1.0,-1.0,-1.0,100.0,6257.5,6.068105880426797,0.2947750684260713,100.0,4.9,1.571603403767163,0.8097780936040477,100.0,0.5002,12431.0
citeseer,True,True,5.0,occlusion,100.0,0.49,0.13,0.08617761234442393,-0.02262394440670808,-1.0,-1.0,-1.0,-1.0,100.0,64.05,2.8652764909081503,0.5228419121044062,100.0,4.79,1.3954274484166744,0.5906924566362419,100.0,0.8953000000000001,12431.0
citeseer,True,True,5.0,pagerank,100.0,0.45,0.04,0.05368076637387276,-0.0026940566021949053,-1.0,-1.0,-1.0,-1.0,100.0,708.67,4.013804689131483,0.22454809277686544,100.0,4.79,1.5390730719186803,0.7618631773751595,100.0,0.9475,12431.0
citeseer,True,True,5.0,pgexplainer,100.0,0.04,0.61,-0.0035416128812357783,0.0877268984913826,-1.0,-1.0,-1.0,-1.0,100.0,3308.06,7.075964573929607,0.001002309155124746,100.0,5.0,1.6017781384635579,0.7367224522415983,100.0,116.9541,12431.0
citeseer,True,True,5.0,pgmexplainer,100.0,0.32,0.08,0.038952507078647614,-0.004829845856875181,-1.0,-1.0,-1.0,-1.0,100.0,137.82,3.4956518916274075,0.5286523982301837,100.0,4.76,1.5270898284094736,0.8937455492342962,100.0,29.8325,12431.0
citeseer,True,True,5.0,random,100.0,0.08,0.61,0.008420255966484547,0.0877268984913826,-1.0,-1.0,-1.0,-1.0,100.0,12417.28,9.23492418630109,0.477564466200342,100.0,5.0,1.6094379035032913,0.9997073259127859,100.0,0.0002,12431.0
citeseer,True,True,5.0,sa,100.0,0.8,0.1,0.15004673600196838,-0.02959774062037468,-1.0,-1.0,-1.0,-1.0,100.0,2553.0,4.2097371852083345,0.359053697466419,100.0,4.8,1.5556842849906498,0.9956719843934572,100.0,0.0457,12431.0
citeseer,True,True,5.0,subgraphx,100.0,0.16,0.07,0.015406178310513496,-0.0007435248699039221,-1.0,-1.0,-1.0,-1.0,100.0,2.74,0.6717821577400214,1.0,100.0,2.42,0.6179465998806274,1.0,100.0,8.0507,12431.0
citeseer,True,True,10.0,basic_gnnexplainer,100.0,0.28,0.25,0.030860502272844315,0.02982901781797409,-1.0,-1.0,-1.0,-1.0,100.0,64.05,2.220113816877318,0.29765661925879267,100.0,8.53,1.6317149323263687,0.6972150316610795,100.0,7.319,12431.0
citeseer,True,True,10.0,distance,100.0,0.38,0.06,0.03896600753068924,-0.001993784448131919,-1.0,-1.0,-1.0,-1.0,100.0,6259.29,6.646119967189585,0.23614276077001764,100.0,8.71,2.0423998285162965,0.5611416666666668,100.0,0.9227,12431.0
citeseer,True,True,10.0,gnnexplainer,100.0,0.43,0.41,0.0689314529299736,-0.06333725899457932,-1.0,-1.0,-1.0,-1.0,100.0,64.05,2.1973645756802,0.32980060924776056,100.0,8.53,1.689508996403664,0.69143420466849,100.0,3.7698,12431.0
citeseer,True,True,10.0,gradcam,100.0,0.51,0.08,0.09458068758249283,-0.02402045950293541,-1.0,-1.0,-1.0,-1.0,100.0,5987.35,5.892102978987634,0.5230541822614622,100.0,9.21,2.101331707471629,0.6353583643020084,100.0,0.0069,12431.0
citeseer,True,True,10.0,ig,100.0,0.8,0.2,0.15302373468875885,-0.003097063396126032,-1.0,-1.0,-1.0,-1.0,100.0,6257.5,6.068105880426797,0.2947750684260713,100.0,9.4,2.178751809547437,0.6466065471056301,100.0,0.5002,12431.0
citeseer,True,True,10.0,occlusion,100.0,0.58,0.09,0.09638272970914841,-0.02061108686029911,-1.0,-1.0,-1.0,-1.0,100.0,64.05,2.8652764909081503,0.5228419121044062,100.0,8.53,1.831535166591726,0.5477362805012621,100.0,0.8953000000000001,12431.0
citeseer,True,True,10.0,pagerank,100.0,0.57,0.02,0.07408928871154785,-0.003812357783317566,-1.0,-1.0,-1.0,-1.0,100.0,708.67,4.013804689131483,0.22454809277686544,100.0,8.71,2.0533742326831486,0.5634364201764936,100.0,0.9475,12431.0
citeseer,True,True,10.0,pgexplainer,100.0,0.04,0.61,-0.0035416128812357783,0.0877268984913826,-1.0,-1.0,-1.0,-1.0,100.0,3308.06,7.075964573929607,0.001002309155124746,100.0,10.0,2.280138106993176,0.5942253802366253,100.0,116.9541,12431.0
citeseer,True,True,10.0,pgmexplainer,100.0,0.44,0.05,0.05634376034140587,-0.005598487798124552,-1.0,-1.0,-1.0,-1.0,100.0,137.82,3.4956518916274075,0.5286523982301837,100.0,8.58,2.044989539050259,0.8306406932791479,100.0,29.8325,12431.0
citeseer,True,True,10.0,random,100.0,0.08,0.61,0.008422094397246838,0.0877268984913826,-1.0,-1.0,-1.0,-1.0,100.0,12417.28,9.23492418630109,0.477564466200342,100.0,10.0,2.3025850599815603,0.9994047799312594,100.0,0.0002,12431.0
citeseer,True,True,10.0,sa,100.0,0.8,0.1,0.1436290442943573,-0.02959774062037468,-1.0,-1.0,-1.0,-1.0,100.0,2553.0,4.2097371852083345,0.359053697466419,100.0,8.8,2.0833717474939046,0.7816433614425786,100.0,0.0457,12431.0
citeseer,True,True,10.0,subgraphx,100.0,0.2,0.07,0.015862816013395786,-0.0005428183067124337,-1.0,-1.0,-1.0,-1.0,100.0,2.74,0.6717821577400214,1.0,100.0,2.74,0.6717821577400214,1.0,100.0,8.0507,12431.0
citeseer,True,True,15.0,basic_gnnexplainer,100.0,0.33,0.2,0.030523180961608887,0.025902358815073967,-1.0,-1.0,-1.0,-1.0,100.0,64.05,2.220113816877318,0.29765661925879267,100.0,11.62,1.753943113139718,0.6065484826803191,100.0,7.319,12431.0
citeseer,True,True,15.0,distance,100.0,0.5,0.04,0.054445795714855194,-0.0016787104541435838,-1.0,-1.0,-1.0,-1.0,100.0,6259.29,6.646119967189585,0.23614276077001764,100.0,12.43,2.340603815583645,0.5089250000000001,100.0,0.9227,12431.0
citeseer,True,True,15.0,gnnexplainer,100.0,0.47,0.42,0.07218609750270844,-0.09774002432823181,-1.0,-1.0,-1.0,-1.0,100.0,64.05,2.1973645756802,0.32980060924776056,100.0,11.62,1.8024944513190349,0.6427056347668851,100.0,3.7698,12431.0
citeseer,True,True,15.0,gradcam,100.0,0.53,0.08,0.09734202176332474,-0.024072343483567238,-1.0,-1.0,-1.0,-1.0,100.0,5987.35,5.892102978987634,0.5230541822614622,100.0,13.2,2.3968822129687206,0.5880396096271359,100.0,0.0069,12431.0
citeseer,True,True,15.0,ig,100.0,0.8,0.2,0.15302373468875885,0.005756756756454706,-1.0,-1.0,-1.0,-1.0,100.0,6257.5,6.068105880426797,0.2947750684260713,100.0,13.5,2.497682965217497,0.5595293840316707,100.0,0.5002,12431.0
citeseer,True,True,15.0,occlusion,100.0,0.58,0.07,0.09466859698295593,-0.02124379202723503,-1.0,-1.0,-1.0,-1.0,100.0,64.05,2.8652764909081503,0.5228419121044062,100.0,11.62,2.049906370671283,0.5363261689961658,100.0,0.8953000000000001,12431.0
citeseer,True,True,15.0,pagerank,100.0,0.61,0.01,0.08047519624233246,-0.004439809825271368,-1.0,-1.0,-1.0,-1.0,100.0,708.67,4.013804689131483,0.22454809277686544,100.0,12.43,2.3208750939130214,0.48059456303945886,100.0,0.9475,12431.0
citeseer,True,True,15.0,pgexplainer,100.0,0.045,0.605,-0.003803812782280147,0.08798910304903984,-1.0,-1.0,-1.0,-1.0,100.0,3308.06,7.075964573929607,0.001002309155124746,100.0,15.0,2.673814119846597,0.526486178691502,100.0,116.9541,12431.0
citeseer,True,True,15.0,pgmexplainer,100.0,0.48,0.04,0.05684616416692734,-0.007894356735050678,-1.0,-1.0,-1.0,-1.0,100.0,137.82,3.4956518916274075,0.5286523982301837,100.0,12.03,2.318835024100939,0.7696172015378437,100.0,29.8325,12431.0
citeseer,True,True,15.0,random,100.0,0.08,0.61,0.008422094397246838,0.0877268984913826,-1.0,-1.0,-1.0,-1.0,100.0,12417.28,9.23492418630109,0.477564466200342,100.0,15.0,2.708050134049663,0.9992162148608457,100.0,0.0002,12431.0
citeseer,True,True,15.0,sa,100.0,0.8,0.1,0.1436290442943573,-0.02959774062037468,-1.0,-1.0,-1.0,-1.0,100.0,2553.0,4.2097371852083345,0.359053697466419,100.0,12.4,2.34061308839751,0.6107703552008052,100.0,0.0457,12431.0
citeseer,True,True,15.0,subgraphx,100.0,0.2,0.07,0.015862816013395786,-0.0005428183067124337,-1.0,-1.0,-1.0,-1.0,100.0,2.74,0.6717821577400214,1.0,100.0,2.74,0.6717821577400214,1.0,100.0,8.0507,12431.0
citeseer,True,True,20.0,basic_gnnexplainer,100.0,0.4,0.13,0.037749070674180984,0.017578000202775,-1.0,-1.0,-1.0,-1.0,100.0,64.05,2.220113816877318,0.29765661925879267,100.0,14.43,1.8070600160068269,0.4873725021583289,100.0,7.319,12431.0
citeseer,True,True,20.0,distance,100.0,0.53,0.05,0.06062924861907959,-0.00406399741768837,-1.0,-1.0,-1.0,-1.0,100.0,6259.29,6.646119967189585,0.23614276077001764,100.0,16.08,2.5480244601026705,0.4888566666666667,100.0,0.9227,12431.0
citeseer,True,True,20.0,gnnexplainer,100.0,0.48,0.43,0.06951867789030075,-0.10008848458528519,-1.0,-1.0,-1.0,-1.0,100.0,64.05,2.1973645756802,0.32980060924776056,100.0,14.43,1.8384601253481838,0.5518265773883801,100.0,3.7698,12431.0
citeseer,True,True,20.0,gradcam,100.0,0.54,0.08,0.09956827759742737,-0.024081604555249214,-1.0,-1.0,-1.0,-1.0,100.0,5987.35,5.892102978987634,0.5230541822614622,100.0,16.97,2.5963154338805423,0.573284322925092,100.0,0.0069,12431.0
citeseer,True,True,20.0,ig,100.0,0.8,0.2,0.14993992447853088,-0.004628510680049658,-1.0,-1.0,-1.0,-1.0,100.0,6257.5,6.068105880426797,0.2947750684260713,100.0,17.5,2.715329261716872,0.4942243751871267,100.0,0.5002,12431.0
citeseer,True,True,20.0,occlusion,100.0,0.6,0.07,0.096046082675457,-0.021238449960947037,-1.0,-1.0,-1.0,-1.0,100.0,64.05,2.8652764909081503,0.5228419121044062,100.0,14.43,2.1957425813391573,0.5296678477804877,100.0,0.8953000000000001,12431.0
citeseer,True,True,20.0,pagerank,100.0,0.62,0.02,0.08238187432289124,-0.006098210345953703,-1.0,-1.0,-1.0,-1.0,100.0,708.67,4.013804689131483,0.22454809277686544,100.0,16.08,2.5049604573322153,0.43329408023998567,100.0,0.9475,12431.0
citeseer,True,True,20.0,pgexplainer,100.0,0.045,0.605,-0.003803812782280147,0.08798910304903984,-1.0,-1.0,-1.0,-1.0,100.0,3308.06,7.075964573929607,0.001002309155124746,100.0,20.0,2.9519020352784633,0.45374677642736916,100.0,116.9541,12431.0
citeseer,True,True,20.0,pgmexplainer,100.0,0.55,0.03,0.06711431592702866,-0.006275612860918045,-1.0,-1.0,-1.0,-1.0,100.0,137.82,3.4956518916274075,0.5286523982301837,100.0,15.25,2.499981234043256,0.7525603664500181,100.0,29.8325,12431.0
citeseer,True,True,20.0,random,100.0,0.08,0.61,0.008422094397246838,0.0877268984913826,-1.0,-1.0,-1.0,-1.0,100.0,12417.28,9.23492418630109,0.477564466200342,100.0,20.0,2.9957321656485747,0.9990114527898177,100.0,0.0002,12431.0
citeseer,True,True,20.0,sa,100.0,0.8,0.1,0.1436290442943573,-0.02959774062037468,-1.0,-1.0,-1.0,-1.0,100.0,2553.0,4.2097371852083345,0.359053697466419,100.0,15.9,2.512176515597036,0.5602981833956868,100.0,0.0457,12431.0
citeseer,True,True,20.0,subgraphx,100.0,0.2,0.07,0.015862816013395786,-0.0005428183067124337,-1.0,-1.0,-1.0,-1.0,100.0,2.74,0.6717821577400214,1.0,100.0,2.74,0.6717821577400214,1.0,100.0,8.0507,12431.0
citeseer,True,True,25.0,basic_gnnexplainer,100.0,0.44,0.1,0.044928841292858124,0.00897187553346157,-1.0,-1.0,-1.0,-1.0,100.0,64.05,2.220113816877318,0.29765661925879267,100.0,17.03,1.8441424816157166,0.42795749788796167,100.0,7.319,12431.0
citeseer,True,True,25.0,distance,100.0,0.54,0.04,0.06157742813229561,-0.003558176103979349,-1.0,-1.0,-1.0,-1.0,100.0,6259.29,6.646119967189585,0.23614276077001764,100.0,19.68,2.706819593363869,0.4678433333333335,100.0,0.9227,12431.0
citeseer,True,True,25.0,gnnexplainer,100.0,0.51,0.43,0.07289902120828629,-0.10008855164051056,-1.0,-1.0,-1.0,-1.0,100.0,64.05,2.1973645756802,0.32980060924776056,100.0,17.03,1.86324492106126,0.47140321059334306,100.0,3.7698,12431.0
citeseer,True,True,25.0,gradcam,100.0,0.54,0.08,0.09919613599777222,-0.02405814826488495,-1.0,-1.0,-1.0,-1.0,100.0,5987.35,5.892102978987634,0.5230541822614622,100.0,20.53,2.743316918345675,0.5572750464435217,100.0,0.0069,12431.0
citeseer,True,True,25.0,ig,100.0,0.8,0.2,0.14993992447853088,-0.004626649431884289,-1.0,-1.0,-1.0,-1.0,100.0,6257.5,6.068105880426797,0.2947750684260713,100.0,21.5,2.8787243605595823,0.4571400391521164,100.0,0.5002,12431.0
citeseer,True,True,25.0,occlusion,100.0,0.6,0.07,0.09540431946516037,-0.021343922863403957,-1.0,-1.0,-1.0,-1.0,100.0,64.05,2.8652764909081503,0.5228419121044062,100.0,17.03,2.3036113967630567,0.5270603098119215,100.0,0.8953000000000001,12431.0
citeseer,True,True,25.0,pagerank,100.0,0.61,0.03,0.08420412242412567,-0.005638109985738993,-1.0,-1.0,-1.0,-1.0,100.0,708.67,4.013804689131483,0.22454809277686544,100.0,19.68,2.6413540726323452,0.3934152536455817,100.0,0.9475,12431.0
citeseer,True,True,25.0,pgexplainer,100.0,0.045,0.605,-0.003803812782280147,0.08798910304903984,-1.0,-1.0,-1.0,-1.0,100.0,3308.06,7.075964573929607,0.001002309155124746,100.0,25.0,3.1664504556635737,0.4038198300439815,100.0,116.9541,12431.0
citeseer,True,True,25.0,pgmexplainer,100.0,0.55,0.03,0.06741991639137268,-0.006274591200053692,-1.0,-1.0,-1.0,-1.0,100.0,137.82,3.4956518916274075,0.5286523982301837,100.0,18.27,2.6305446658420717,0.7285194405360531,100.0,29.8325,12431.0
citeseer,True,True,25.0,random,100.0,0.08,0.61,0.008422094397246838,0.0877268984913826,-1.0,-1.0,-1.0,-1.0,100.0,12417.28,9.23492418630109,0.477564466200342,100.0,25.0,3.2188756586707608,0.9987770724918531,100.0,0.0002,12431.0
citeseer,True,True,25.0,sa,100.0,0.8,0.1,0.1436290442943573,-0.02959774062037468,-1.0,-1.0,-1.0,-1.0,100.0,2553.0,4.2097371852083345,0.359053697466419,100.0,19.4,2.648724934909901,0.5602981833956868,100.0,0.0457,12431.0
citeseer,True,True,25.0,subgraphx,100.0,0.2,0.07,0.015862816013395786,-0.0005428183067124337,-1.0,-1.0,-1.0,-1.0,100.0,2.74,0.6717821577400214,1.0,100.0,2.74,0.6717821577400214,1.0,100.0,8.0507,12431.0
citeseer,True,True,50.0,basic_gnnexplainer,100.0,0.51,0.05,0.052896127104759216,0.002263943897560239,-1.0,-1.0,-1.0,-1.0,100.0,64.05,2.220113816877318,0.29765661925879267,100.0,26.43,1.9652064730023922,0.2994020795026687,100.0,7.319,12431.0
citeseer,True,True,50.0,distance,100.0,0.59,0.02,0.0770002231001854,-0.003400502260774374,-1.0,-1.0,-1.0,-1.0,100.0,6259.29,6.646119967189585,0.23614276077001764,100.0,36.78,3.1802618741639663,0.41131880952380967,100.0,0.9227,12431.0
citeseer,True,True,50.0,gnnexplainer,100.0,0.55,0.43,0.07935358583927155,-0.10008908063173294,-1.0,-1.0,-1.0,-1.0,100.0,64.05,2.1973645756802,0.32980060924776056,100.0,26.43,1.947082541031943,0.331303451239392,100.0,3.7698,12431.0
citeseer,True,True,50.0,gradcam,100.0,0.55,0.09,0.10111797600984573,-0.02194891683757305,-1.0,-1.0,-1.0,-1.0,100.0,5987.35,5.892102978987634,0.5230541822614622,100.0,35.93,3.15759871082724,0.5397195282234867,100.0,0.0069,12431.0
citeseer,True,True,50.0,ig,100.0,0.8,0.2,0.1467839926481247,-0.00462557515129447,-1.0,-1.0,-1.0,-1.0,100.0,6257.5,6.068105880426797,0.2947750684260713,100.0,37.0,3.271473699176736,0.43049124622743057,100.0,0.5002,12431.0
citeseer,True,True,50.0,occlusion,100.0,0.61,0.07,0.09255769848823547,-0.015742741525173187,-1.0,-1.0,-1.0,-1.0,100.0,64.05,2.8652764909081503,0.5228419121044062,100.0,26.43,2.5647212035508926,0.5246124576708683,100.0,0.8953000000000001,12431.0
citeseer,True,True,50.0,pagerank,100.0,0.61,0.01,0.0877268984913826,-0.001186709851026535,-1.0,-1.0,-1.0,-1.0,100.0,708.67,4.013804689131483,0.22454809277686544,100.0,36.78,3.015324650907192,0.32906110539172717,100.0,0.9475,12431.0
citeseer,True,True,50.0,pgexplainer,100.0,0.05,0.6,-0.004066013032570481,0.08825130760669708,-1.0,-1.0,-1.0,-1.0,100.0,3308.06,7.075964573929607,0.001002309155124746,100.0,50.0,3.8294742533792006,0.2901866267684554,100.0,116.9541,12431.0
citeseer,True,True,50.0,pgmexplainer,100.0,0.58,0.04,0.07551737129688263,-0.007527646608650684,-1.0,-1.0,-1.0,-1.0,100.0,137.82,3.4956518916274075,0.5286523982301837,100.0,31.46,2.973368485986165,0.6673681793300565,100.0,29.8325,12431.0
citeseer,True,True,50.0,random,100.0,0.08,0.61,0.008465088903903961,0.08759143948554993,-1.0,-1.0,-1.0,-1.0,100.0,12417.28,9.23492418630109,0.477564466200342,100.0,50.0,3.91202231801318,0.9975816062992302,100.0,0.0002,12431.0
citeseer,True,True,50.0,sa,100.0,0.8,0.1,0.1436290442943573,-0.02959774062037468,-1.0,-1.0,-1.0,-1.0,100.0,2553.0,4.2097371852083345,0.359053697466419,100.0,31.6,2.9690497778608345,0.460293515176755,100.0,0.0457,12431.0
citeseer,True,True,50.0,subgraphx,100.0,0.2,0.07,0.015862816013395786,-0.0005428183067124337,-1.0,-1.0,-1.0,-1.0,100.0,2.74,0.6717821577400214,1.0,100.0,2.74,0.6717821577400214,1.0,100.0,8.0507,12431.0
citeseer,True,True,100.0,basic_gnnexplainer,100.0,0.54,0.03,0.06799119710922241,-0.003977486863732338,-1.0,-1.0,-1.0,-1.0,100.0,64.05,2.220113816877318,0.29765661925879267,100.0,37.94,2.0947969745781094,0.29903587287268424,100.0,7.319,12431.0
citeseer,True,True,100.0,distance,100.0,0.6,0.02,0.08305280655622482,-0.0035416102036833763,-1.0,-1.0,-1.0,-1.0,100.0,6259.29,6.646119967189585,0.23614276077001764,100.0,69.81,3.64000470248851,0.3731040476190476,100.0,0.9227,12431.0
citeseer,True,True,100.0,gnnexplainer,100.0,0.55,0.43,0.0782918706536293,-0.10008978843688965,-1.0,-1.0,-1.0,-1.0,100.0,64.05,2.1973645756802,0.32980060924776056,100.0,37.94,2.053362035518315,0.3302805266539084,100.0,3.7698,12431.0
citeseer,True,True,100.0,gradcam,100.0,0.55,0.09,0.10111797600984573,-0.02194891683757305,-1.0,-1.0,-1.0,-1.0,100.0,5987.35,5.892102978987634,0.5230541822614622,100.0,63.61,3.532355818760447,0.530206744291579,100.0,0.0069,12431.0
citeseer,True,True,100.0,ig,100.0,0.8,0.2,0.1467839926481247,-0.00462557515129447,-1.0,-1.0,-1.0,-1.0,100.0,6257.5,6.068105880426797,0.2947750684260713,100.0,67.0,3.5819758616259394,0.33749036265719734,100.0,0.5002,12431.0
citeseer,True,True,100.0,occlusion,100.0,0.61,0.05,0.09017299860715866,-0.010220360631744066,-1.0,-1.0,-1.0,-1.0,100.0,64.05,2.8652764909081503,0.5228419121044062,100.0,37.94,2.733323414297637,0.5233858407817311,100.0,0.8953000000000001,12431.0
citeseer,True,True,100.0,pagerank,100.0,0.61,0.03,0.0877268984913826,-0.00131536228582263,-1.0,-1.0,-1.0,-1.0,100.0,708.67,4.013804689131483,0.22454809277686544,100.0,69.81,3.323702427035569,0.27799908065608214,100.0,0.9475,12431.0
citeseer,True,True,100.0,pgexplainer,100.0,0.055,0.595,-0.0032339111203327775,0.08733847364783287,-1.0,-1.0,-1.0,-1.0,100.0,3308.06,7.075964573929607,0.001002309155124746,100.0,100.0,4.472493989557577,0.18254521696699977,100.0,116.9541,12431.0
citeseer,True,True,100.0,pgmexplainer,100.0,0.58,0.02,0.08335809409618378,-0.00416691554710269,-1.0,-1.0,-1.0,-1.0,100.0,137.82,3.4956518916274075,0.5286523982301837,100.0,51.01,3.2241883465650862,0.6056450976888184,100.0,29.8325,12431.0
citeseer,True,True,100.0,random,100.0,0.09,0.61,0.010673381388187408,0.08762447535991669,-1.0,-1.0,-1.0,-1.0,100.0,12417.28,9.23492418630109,0.477564466200342,100.0,100.0,4.605167382925385,0.9949413140606517,100.0,0.0002,12431.0
citeseer,True,True,100.0,sa,100.0,0.8,0.1,0.1436290442943573,-0.02959774062037468,-1.0,-1.0,-1.0,-1.0,100.0,2553.0,4.2097371852083345,0.359053697466419,100.0,51.6,3.1562131880665913,0.38697723643093906,100.0,0.0457,12431.0
citeseer,True,True,100.0,subgraphx,100.0,0.2,0.07,0.015862816013395786,-0.0005428183067124337,-1.0,-1.0,-1.0,-1.0,100.0,2.74,0.6717821577400214,1.0,100.0,2.74,0.6717821577400214,1.0,100.0,8.0507,12431.0
cora,False,False,1.0,basic_gnnexplainer,100.0,-1.0,-1.0,-1.0,-1.0,0.01,0.83,0.0053895567543804646,0.1405811607837677,100.0,159.74,3.3534132723149175,0.4259203654550568,100.0,1.0,0.0,1.0,100.0,7.4872,13264.0
cora,False,False,1.0,distance,100.0,-1.0,-1.0,-1.0,-1.0,0.06,0.68,0.01144921313971281,0.13314424455165863,100.0,11867.13,8.983536033927837,0.1602030868886017,100.0,1.0,0.0,1.0,100.0,0.323,13264.0
cora,False,False,1.0,gnnexplainer,100.0,-1.0,-1.0,-1.0,-1.0,0.5,0.86,0.09058506786823273,0.1407795250415802,100.0,159.74,2.871363342946429,0.11255295879802116,100.0,1.0,0.0,1.0,100.0,7.5426,13264.0
cora,False,False,1.0,gradcam,100.0,-1.0,-1.0,-1.0,-1.0,0.06,0.45,0.01916630007326603,0.125005841255188,100.0,3630.76,4.932724113694769,0.1471090333128213,100.0,1.0,0.0,1.0,100.0,0.0044,13264.0
cora,False,False,1.0,ig,100.0,-1.0,-1.0,-1.0,-1.0,0.79,0.78,0.1406436562538147,0.13506455719470978,100.0,9182.07,7.528275248540499,0.15710694391845934,100.0,1.0,0.0,1.0,100.0,0.2664,13264.0
cora,False,False,1.0,occlusion,100.0,-1.0,-1.0,-1.0,-1.0,0.19,0.73,0.04677669207255045,0.13978654146194458,100.0,151.45,3.845014513068198,0.2442935705601496,100.0,1.0,0.0,1.0,100.0,0.5237,13264.0
cora,False,False,1.0,pagerank,100.0,-1.0,-1.0,-1.0,-1.0,0.06,0.42,0.019296929240226746,0.12449052184820175,100.0,2150.0,5.721224214948467,0.03290550983533632,100.0,1.0,0.0,1.0,100.0,0.3613,13264.0
