dataset,sparsity,explainer_name,num_test_nodes,gpu,f1_score,recall,precision,auc,fidelity_acc+,fidelity_acc-,fidelity_prob+,fidelity_prob-,mask_sparsity,expl_edges,time,number_of_edges,mask_sparsity_init,non_zero_values_init
syn4,0.997,distance,100.0,1.0,0.6454343434343435,0.5266666666666667,0.8518333333333333,0.6815113911988909,0.96,1.0,0.9337102770805359,0.9183181524276733,0.9974172115325928,5.0,0.0072,1936.0,0.004979338842975205,1926.36
syn4,0.997,gnnexplainer,100.0,1.0,0.5403434343434343,0.4699999999999999,0.6428333333333334,0.6324462924462925,0.75,1.0,0.7266920208930969,0.9811148643493652,0.9974172115325928,5.0,2.5735,1936.0,0.9898863636363642,19.58
syn4,0.997,ig_node,100.0,1.0,0.64,0.48,0.96,0.7007960845460843,0.86,1.0,0.865814745426178,0.9011911153793335,0.9974172115325928,5.0,0.1802,1936.0,0.35747933884297495,1243.92
syn4,0.997,occlusion,100.0,1.0,0.6591515151515153,0.5466666666666666,0.846,0.676931306306306,0.99,1.0,0.9790287017822266,0.979712724685669,0.9974172115325928,5.0,0.0965,1936.0,0.0010743801652892315,1933.92
syn4,0.997,pagerank,100.0,1.0,0.6088888888888888,0.4566666666666667,0.9133333333333334,0.6957709632709631,1.0,1.0,0.9806602001190186,0.8800380229949951,0.9974172115325928,5.0,0.012,1936.0,0.0012086776859503957,1933.66
syn4,0.997,pgmexplainer,100.0,1.0,0.6422222222222222,0.4816666666666667,0.9633333333333334,0.7003633922383921,0.85,1.0,0.8382551670074463,0.8947755694389343,0.9974172115325928,5.0,4.1317,1936.0,0.985082644628099,28.88
syn4,0.997,random,100.0,1.0,0.005454545454545454,0.005,0.006000000000000001,0.49995841995841983,0.0,1.0,6.841540016466752e-05,0.984494686126709,0.9974172115325928,5.0,0.0,1936.0,0.0005165289256198191,1935.0
syn4,0.997,sa_node,100.0,1.0,0.16888888888888887,0.12833333333333333,0.2483333333333333,0.5628941441441441,0.04,1.0,0.18147842586040497,0.9844945669174194,0.9974172115325928,5.0,0.0038,1936.0,0.0013533057851239606,1933.38
syn4,0.997,subgraphx,100.0,1.0,0.6338383838383838,0.505,0.8631666666666667,0.6798232848232846,1.0,1.0,0.972562313079834,0.9590044617652893,0.9974172115325928,5.0,0.2686,1936.0,0.9956301652892579,8.46
syn5,0.0,distance,100.0,1.0,0.013978194199510453,1.0,0.007038288381314278,0.9982091701122267,1.0,0.0,0.8666999340057373,0.0,0.0012199401389807463,3405.84,0.015,3410.0,0.0012199413489736243,3405.84
syn5,0.0,gnnexplainer,100.0,1.0,0.7843449844654249,0.9283333333333332,0.70904666001258,0.9622631792675724,1.0,0.0,0.8666999340057373,0.0,0.989724338054657,35.04,2.7594,3410.0,0.989724340175953,35.04
syn5,0.0,ig_node,100.0,1.0,0.5441641435099447,0.9975,0.43911497244672126,0.9932053553849184,1.0,0.03,0.8666999340057373,0.018076881766319275,0.7780938744544983,756.7,0.1905,3410.0,0.7780938416422291,756.7
syn5,0.0,occlusion,100.0,1.0,0.013977868375072804,1.0,0.007038123167155424,0.18068000590667452,1.0,0.0,0.8666999340057373,0.0,0.002346038818359375,3402.0,0.1285,3410.0,0.002346041055718473,3402.0
syn5,0.0,pagerank,100.0,1.0,0.013989603662715639,1.0,0.0070440737404863125,0.9994994093325457,1.0,0.0,0.8666999340057373,0.0,0.0008445739513263106,3407.12,0.0187,3410.0,0.0008445747800586767,3407.12
syn5,0.0,pgmexplainer,100.0,1.0,0.658149178140985,1.0,0.5222228395483689,0.9991733116755266,1.0,0.0,0.8666999340057373,0.0,0.9833784699440002,56.68,5.9012,3410.0,0.9833782991202349,56.68
syn5,0.0,random,100.0,1.0,0.013977868375072804,1.0,0.007038123167155424,0.4937226816302423,1.0,0.0,0.8666999340057373,0.00015641390928067267,0.0002932548522949219,3409.0,0.0,3410.0,0.0002932551319647647,3409.0
syn5,0.0,sa_node,100.0,1.0,0.658149178140985,1.0,0.5222228395483689,0.9994147469974404,1.0,0.0,0.8666999340057373,0.0,0.9833784699440002,56.68,0.0059,3410.0,0.9833782991202349,56.68
syn5,0.0,subgraphx,100.0,1.0,0.6359805905137174,0.5008333333333334,0.9132228327228327,0.750251279779484,1.0,0.72,0.8675405979156494,0.5566129088401794,0.9961467981338501,13.14,3.5319,3410.0,0.9961466275659838,13.14
syn5,0.7,distance,100.0,1.0,0.037848955802412994,1.0,0.01928962458505107,0.9982091701122268,1.0,0.0,0.8666999340057373,0.0,0.6999997496604919,1023.0,0.0144,3410.0,0.0012199413489736243,3405.84
