,balanced_acc,dataset,datatype,explainer,f1_score,fidelity_acc+,fidelity_acc-,fidelity_prob+,fidelity_prob-,focus,mask_entropy,mask_nature,mask_size,mask_sparsity,max_avg,model,num_explained_y_fid,num_explained_y_with_acc,precision,pred_type,recall,roc_auc_score,time,top_balanced_acc,top_f1_score,top_precision,top_recall,top_roc_auc_score,topk,seed,fidelity_gnn_acc+,fidelity_gnn_acc-,fidelity_gnn_prob+,fidelity_gnn_prob-,device
2595,0.6199784382284385,ba_2motifs,binary,sa,0.3897450980392156,,,,,model,1.3813384955046393,soft,4.0,0.921461199864561,0.8339490805014799,gin,100,100,0.715,mix,0.2684568764568764,0.6220117715617717,0.0022,0.6199784382284385,0.3897450980392156,0.715,0.2684568764568764,0.6220117715617717,3.0,3,0.85,0.51,0.8368198871612549,0.5083228349685669,
2596,0.6257855477855478,ba_2motifs,binary,sa,0.4039493464052286,,,,,model,1.6000993435052169,soft,5.0,0.9018264998307026,0.8289735273969346,gin,100,100,0.632,mix,0.2975710955710955,0.6297188811188811,0.0022,0.6257855477855478,0.4039493464052286,0.632,0.2975710955710955,0.6297188811188811,4.0,3,0.85,0.51,0.8342560529708862,0.5107656121253967,
2597,0.6310764630106733,ba_2motifs,binary,sa,0.4153044375644995,,,,,model,1.7803695357612914,soft,6.0,0.882191799796842,0.727670177655582,gin,100,100,0.575,mix,0.3259160839160839,0.6369604036314562,0.0022,0.6310764630106733,0.4153044375644995,0.575,0.3259160839160839,0.6369604036314562,5.0,3,0.84,0.51,0.8353736400604248,0.5143579244613647,
2598,0.6419923782357992,ba_2motifs,binary,sa,0.435876848985208,,,,,model,1.93065462342719,soft,7.0,0.8625570997629813,0.7235824986073633,gin,100,100,0.547142857142857,mix,0.3632610722610722,0.6491519261440314,0.0022,0.6419923782357992,0.435876848985208,0.547142857142857,0.3632610722610722,0.6491519261440314,6.0,3,0.84,0.51,0.8383352160453796,0.5156533122062683,
2599,0.652838363390995,ba_2motifs,binary,sa,0.4540350877192981,,,,,model,2.0617700485695822,soft,8.0,0.8429223997291229,0.6569558630505044,gin,100,100,0.52625,mix,0.4004662004662005,0.6612864004416636,0.0022,0.652838363390995,0.4540350877192981,0.52625,0.4004662004662005,0.6612864004416636,7.0,3,0.86,0.51,0.8401549458503723,0.5176755785942078,
2600,0.6651426818795243,ba_2motifs,binary,sa,0.4729239006607427,,,,,model,2.1744159909509846,soft,9.0,0.8232876996952627,0.6523722698465579,gin,100,100,0.5133333333333333,mix,0.4398379953379953,0.6746625414059625,0.0022,0.6651426818795243,0.4729239006607427,0.5133333333333333,0.4398379953379953,0.6746625414059625,8.0,3,0.87,0.51,0.837568998336792,0.5185993909835815,
2601,0.6769308060360693,ba_2motifs,binary,sa,0.4890856389986824,,,,,model,2.2762490733559697,soft,10.0,0.8036529996614018,0.5948898458103973,gin,100,100,0.502,mix,0.4784405594405594,0.6876135811556865,0.0022,0.6769308060360693,0.4890856389986824,0.502,0.4784405594405594,0.6876135811556865,9.0,3,0.83,0.51,0.8178055286407471,0.5196341872215271,
2602,0.6705105968592809,ba_2motifs,binary,sa,0.4760220214568039,,,,,model,2.3680474795997157,soft,11.0,0.7840182996275437,0.591252951349687,gin,100,100,0.4663636363636363,mix,0.4878764568764568,0.6860021209054105,0.0022,0.6705105968592809,0.4760220214568039,0.4663636363636363,0.4878764568764568,0.6860021209054105,10.0,3,0.83,0.51,0.8084644079208374,0.5202433466911316,
2603,0.6371943013127221,ba_2motifs,binary,sa,0.4241431237982961,,,,,model,2.73432362252834,soft,16.0,0.6858447994582454,0.5633574014914465,gin,100,100,0.353125,mix,0.5334149184149184,0.6770076401668506,0.0022,0.6675385995583363,0.4798731999079825,0.4590001665001665,0.5027482517482518,0.6841663185498713,15.0,3,0.72,0.51,0.7014339566230774,0.5215247869491577,
2604,0.5980446724328302,ba_2motifs,binary,sa,0.3828293729515266,,,,,model,3.003248855308272,soft,21.0,0.587671299288946,0.5423639883891522,gin,100,100,0.289047619047619,mix,0.5697867132867133,0.6639018402649982,0.0022,0.6675385995583363,0.4798731999079825,0.4590001665001665,0.5027482517482518,0.6841663185498713,20.0,3,0.72,0.51,0.6896865963935852,0.5201062560081482,
