,balanced_acc,dataset,datatype,device,explainer,f1_score,fidelity_acc+,fidelity_acc-,fidelity_prob+,fidelity_prob-,focus,mask_entropy,mask_nature,mask_size,mask_sparsity,max_avg,model,num_explained_y_fid,num_explained_y_with_acc,precision,pred_type,recall,roc_auc_score,seed,time,top_balanced_acc,top_f1_score,top_precision,top_recall,top_roc_auc_score,topk
0,0.499586327070219,ieee118_mc,multiclass,cpu,random,0.01476366621434,0.4230769230769231,0.5769230769230769,0.0258368775248527,-0.0184134803712368,phenomenon,5.715182489010915,soft,363.71153846153845,0.0123767043470357,0.3852444785660011,transformer,100,52,0.0074658601406891,mix,0.9868589743589744,0.5297362784849932,3,0.0,0.5037448075848876,0.0151479289940828,0.0133840518455903,0.0176282051282051,0.5037447092077174,
1,0.5037269422592927,ieee118_mc,multiclass,cpu,random,0.0144230769230769,0.3653846153846153,0.6153846153846154,0.1767065376043319,-0.1384043842554092,phenomenon,0.6931449956417931,soft,2.0,0.9945691102720684,0.9970121007422582,transformer,100,52,0.0192307692307692,mix,0.0128205128205128,0.5037093795153011,3,0.0,0.5037269422592927,0.0144230769230769,0.0192307692307692,0.0128205128205128,0.5037093795153011,1.0
2,0.5023588684945011,ieee118_mc,multiclass,cpu,random,0.0119658119658119,0.3653846153846153,0.6346153846153846,0.1754785925149917,-0.1388894468545913,phenomenon,1.0986079114188607,soft,3.0,0.9918536654081016,0.9942950740756852,transformer,100,52,0.0128205128205128,mix,0.0128205128205128,0.5023588684945011,3,0.0,0.5023588684945011,0.0119658119658119,0.0128205128205128,0.0128205128205128,0.5023588684945011,2.0
3,0.5009907947297098,ieee118_mc,multiclass,cpu,random,0.0102564102564102,0.3653846153846153,0.6538461538461539,0.1778034120798111,-0.14042928814888,phenomenon,1.3862867031213852,soft,4.0,0.989138220544137,0.991510941248364,transformer,100,52,0.0096153846153846,mix,0.0128205128205128,0.5010083574737012,3,0.0,0.5021190526771463,0.0115384615384615,0.0112179487179487,0.0128205128205128,0.5021234796498053,3.0
4,0.4996227209649181,ieee118_mc,multiclass,cpu,random,0.0089910089910089,0.3653846153846153,0.6538461538461539,0.1801747232675552,-0.1405322700738906,phenomenon,1.6094260328402283,soft,5.0,0.98642277568017,0.9883886178041948,transformer,100,52,0.0076923076923076,mix,0.0128205128205128,0.4996578464529012,3,0.0,0.5018792368597915,0.0111888111888111,0.0102564102564102,0.0128205128205128,0.5018880908051095,4.0
5,0.4998839207044004,ieee118_mc,multiclass,cpu,random,0.0112179487179487,0.3846153846153846,0.6730769230769231,0.1808733791112899,-0.1418995857238769,phenomenon,1.791742698250634,soft,6.0,0.9837073308162054,0.9866138845430358,transformer,100,52,0.0096153846153846,mix,0.016025641025641,0.4999143511016171,3,0.0,0.5033479422221117,0.0141025641025641,0.0128205128205128,0.016025641025641,0.5033389653053308,5.0
6,0.5090119332347924,ieee118_mc,multiclass,cpu,random,0.0207619640818021,0.3846153846153846,0.6730769230769231,0.1775031238794326,-0.1341757625341415,phenomenon,1.945887325789071,soft,7.0,0.980991885952238,0.9833231617793482,transformer,100,52,0.0164835164835164,mix,0.0368589743589743,0.5088940243159847,3,0.0,0.5040158182348737,0.015633758953597,0.0146520146520146,0.0176282051282051,0.5040021388059869,6.0
7,0.5076438594700011,ieee118_mc,multiclass,cpu,random,0.0189560439560439,0.4230769230769231,0.6923076923076923,0.1713967323303222,-0.1290553659200668,phenomenon,2.079411603097066,soft,8.0,0.9782764410882736,0.9816183909000782,transformer,100,52,0.0144230769230769,mix,0.0368589743589743,0.5075763571332976,3,0.0,0.5039616466240939,0.0155325443786982,0.014308608058608,0.0176282051282051,0.5039502307038265,7.0
8,0.5062757857052096,ieee118_mc,multiclass,cpu,random,0.0174492174492174,0.4230769230769231,0.6923076923076923,0.1624211966991424,-0.1318928152322769,phenomenon,2.1971868857608703,soft,9.0,0.9755609962243064,0.9794221709236232,transformer,100,52,0.0128205128205128,mix,0.0368589743589743,0.5062586899506105,3,0.0,0.503907475013314,0.0154409692871231,0.014041514041514,0.0176282051282051,0.503898322601666,8.0
9,0.5049077119404183,ieee118_mc,multiclass,cpu,random,0.0161713286713286,0.4038461538461538,0.6923076923076923,0.1555679440498352,-0.1254503577947616,phenomenon,2.3025386943562367,soft,10.0,0.972845551360342,0.977923975953503,transformer,100,52,0.0115384615384615,mix,0.0368589743589743,0.5049410227679234,3,0.0,0.5038533034025341,0.015357719203873,0.0138278388278388,0.0176282051282051,0.5038464144995056,9.0
