,balanced_acc,dataset,datatype,device,explainer,f1_score,fidelity_acc+,fidelity_acc-,fidelity_prob+,fidelity_prob-,focus,mask_entropy,mask_nature,mask_size,mask_sparsity,max_avg,model,num_explained_y_fid,num_explained_y_with_acc,precision,pred_type,recall,roc_auc_score,seed,time,top_balanced_acc,top_f1_score,top_precision,top_recall,top_roc_auc_score,topk
0,0.5034554058155873,ieee39_mc,multiclass,cpu,random,0.0668475603882246,0.64,0.59,0.5925506949424744,0.4969226419925689,phenomenon,4.289558351920281,hard,87.4,0.0206267324406859,0.3793035257736929,transformer,100,100,0.035059055776375,mix,0.98625,0.5128693174307141,3,0.0,0.5032166599589671,0.0442651727357609,0.0385454545454545,0.0525,0.5033175070285644,
1,0.5032268656494763,ieee39_mc,multiclass,cpu,random,0.0309999999999999,0.67,0.58,0.5414125919342041,0.5983641147613525,phenomenon,0.6931095274373326,hard,2.0,0.9775853887714346,0.9873506753848436,transformer,100,100,0.04,mix,0.02875,0.5032637479169182,3,0.0,0.5032268656494763,0.0309999999999999,0.04,0.02875,0.5032637479169182,1.0
2,0.5032174787067727,ieee39_mc,multiclass,cpu,random,0.0352727272727272,0.69,0.59,0.553876519203186,0.604880154132843,phenomenon,1.0985445008379575,hard,3.0,0.966378083157154,0.978183326014612,transformer,100,100,0.0366666666666666,mix,0.04,0.5032912432416563,3,0.0,0.5032174787067727,0.0352727272727272,0.0366666666666666,0.04,0.5032912432416563,2.0
3,0.502524899955877,ieee39_mc,multiclass,cpu,random,0.0389285714285714,0.68,0.61,0.5544615387916565,0.6116771101951599,phenomenon,1.386183296647545,hard,4.0,0.9551707775428688,0.9675216359774248,transformer,100,100,0.0375,mix,0.0497499999999999,0.5026569004045561,3,0.0,0.5036930389873882,0.0402619047619047,0.0408333333333333,0.04475,0.5037107423958982,3.0
4,0.5012653099759948,ieee39_mc,multiclass,cpu,random,0.0407228327228327,0.67,0.64,0.5571045279502869,0.6270148158073425,phenomenon,1.6092719460364435,hard,5.0,0.943963471928587,0.957922768125384,transformer,100,100,0.036,mix,0.0584999999999999,0.5014833338338727,3,0.0,0.5036015880390172,0.043008547008547,0.0413333333333333,0.0484999999999999,0.5035910178165568,4.0
5,0.4967629262045385,ieee39_mc,multiclass,cpu,random,0.0383214285714285,0.68,0.71,0.5630237460136414,0.6537090539932251,phenomenon,1.7915296645823855,hard,6.0,0.9327561663143064,0.9484946412086208,transformer,100,100,0.0316666666666666,mix,0.061,0.4972471286822578,3,0.0,0.503037407301056,0.042265873015873,0.039,0.0484999999999999,0.5030799317862253,5.0
6,0.5024891365134205,ieee39_mc,multiclass,cpu,random,0.0453380867498514,0.68,0.78,0.5649296045303345,0.6875320672988892,phenomenon,1.9455821940765552,hard,7.0,0.9215488607000232,0.9366782064845376,transformer,100,100,0.0342857142857142,mix,0.0834999999999999,0.5025537353699667,3,0.0,0.5024732265630948,0.0416209150326797,0.0373333333333333,0.0484999999999999,0.5025688457558939,6.0
7,0.5009274578701691,ieee39_mc,multiclass,cpu,random,0.0466111111111111,0.7,0.8,0.584399938583374,0.7000173330307007,phenomenon,2.0790067984879825,hard,8.0,0.9103415550857408,0.9273419723018124,transformer,100,100,0.035,mix,0.0915,0.501137294610936,3,0.0,0.5035997509533386,0.0443888888888888,0.0398333333333333,0.0515,0.5036149712640239,7.0
8,0.5072769504200658,ieee39_mc,multiclass,cpu,random,0.0540003031024702,0.7,0.82,0.5891655683517456,0.7153796553611755,phenomenon,2.1966648975486054,hard,9.0,0.8991342494714588,0.9154973954133304,transformer,100,100,0.0388888888888888,mix,0.115,0.5069259210715074,3,0.0,0.5035980702153774,0.044766425868593,0.0395555555555555,0.0525,0.503635455746513,8.0
9,0.5053313848304276,ieee39_mc,multiclass,cpu,random,0.0530952380952381,0.73,0.86,0.6098812818527222,0.724234402179718,phenomenon,2.3018909760234747,hard,10.0,0.8879269438571753,0.9083328689540268,transformer,100,100,0.037,mix,0.1225,0.5052606231134742,3,0.0,0.5034073650871723,0.0445032679738562,0.039,0.0525,0.5034764813875386,9.0
10,0.5022040010589713,ieee39_mc,multiclass,cpu,random,0.0528752650857914,0.75,0.84,0.6169223189353943,0.7260255217552185,phenomenon,2.3970489363122742,hard,11.0,0.8767196382428948,0.9012285531256732,transformer,100,100,0.0363636363636363,mix,0.1275,0.5025413478827139,3,0.0,0.5032166599589671,0.0442651727357609,0.0385454545454545,0.0525,0.5033175070285644,10.0
11,0.5059388171032031,ieee39_mc,multiclass,cpu,random,0.0559545454545454,0.76,0.87,0.6263963580131531,0.7353671789169312,phenomenon,2.4839062421715594,hard,12.0,0.8655123326286109,0.8966608024740375,transformer,100,100,0.0375,mix,0.146,0.5058335997634078,3,0.0,0.5032166599589671,0.0442651727357609,0.0385454545454545,0.0525,0.5033175070285644,11.0
12,0.5065500696953831,ieee39_mc,multiclass,cpu,random,0.0564442820606503,0.76,0.88,0.6309958696365356,0.7404462695121765,phenomenon,2.5637754334836984,hard,13.0,0.8543050270143293,0.890222999411884,transformer,100,100,0.0369230769230769,mix,0.1585,0.5064359765966687,3,0.0,0.5032166599589671,0.0442651727357609,0.0385454545454545,0.0525,0.5033175070285644,12.0
13,0.5065362070926804,ieee39_mc,multiclass,cpu,random,0.0585227272727272,0.79,0.9,0.642009437084198,0.7469179034233093,phenomenon,2.637711299679081,hard,14.0,0.8430977214000474,0.8893752538926225,transformer,100,100,0.0378571428571428,mix,0.1694999999999999,0.5065016808002336,3,0.0,0.5032166599589671,0.0442651727357609,0.0385454545454545,0.0525,0.5033175070285644,13.0
14,0.5066499622753877,ieee39_mc,multiclass,cpu,random,0.0604849104859335,0.8,0.91,0.6505096554756165,0.7531958818435669,phenomenon,2.706503401999733,hard,15.0,0.8318904157857641,0.8792118582468508,transformer,100,100,0.0386666666666666,mix,0.18075,0.5066606001556583,3,0.0,0.5032166599589671,0.0442651727357609,0.0385454545454545,0.0525,0.5033175070285644,14.0
15,0.5066405753326839,ieee39_mc,multiclass,cpu,random,0.0604957264957264,0.79,0.92,0.6522120833396912,0.7547463178634644,phenomenon,2.7708311558526537,hard,16.0,0.8206831101714823,0.8693261973758104,transformer,100,100,0.038125,mix,0.192,0.506732023992327,3,0.0,0.5032166599589671,0.0442651727357609,0.0385454545454545,0.0525,0.5033175070285644,15.0
16,0.5111194912692715,ieee39_mc,multiclass,cpu,random,0.0626588693957115,0.8,0.92,0.6517930030822754,0.7626884579658508,phenomenon,2.8312248713172634,hard,17.0,0.8094758045572006,0.861124754194858,transformer,100,100,0.0388235294117647,mix,0.212,0.5104809810515869,3,0.0,0.5032166599589671,0.0442651727357609,0.0385454545454545,0.0525,0.5033175070285644,16.0
17,0.5098627470326988,ieee39_mc,multiclass,cpu,random,0.0638541458541458,0.82,0.92,0.6642463803291321,0.7644530534744263,phenomenon,2.8881473637347392,hard,18.0,0.798268498942917,0.8613275757253521,transformer,100,100,0.0394444444444444,mix,0.2205,0.5095883812423279,3,0.0,0.5032166599589671,0.0442651727357609,0.0385454545454545,0.0525,0.5033175070285644,17.0
18,0.5091658600899951,ieee39_mc,multiclass,cpu,random,0.0629775588396278,0.83,0.94,0.671094536781311,0.7696819305419922,phenomenon,2.94197029657559,hard,19.0,0.7870611933286356,0.857887811885758,transformer,100,100,0.0384210526315789,mix,0.2305,0.5091499172681638,3,0.0,0.5032166599589671,0.0442651727357609,0.0385454545454545,0.0525,0.5033175070285644,18.0
19,0.5097769096449967,ieee39_mc,multiclass,cpu,random,0.0643008658008658,0.85,0.93,0.6800940036773682,0.7749905586242676,phenomenon,2.9930041993523857,hard,20.0,0.7758538877143522,0.8390361071186605,transformer,100,100,0.039,mix,0.24275,0.5097432698644119,3,0.0,0.5032166599589671,0.0442651727357609,0.0385454545454545,0.0525,0.5033175070285644,19.0
20,0.5072120258735403,ieee39_mc,multiclass,cpu,random,0.063287710983218,0.84,0.94,0.6847123503684998,0.7746554613113403,phenomenon,3.0415207579972576,hard,21.0,0.7646465821000696,0.8449710197910366,transformer,100,100,0.038095238095238,mix,0.249,0.5078500599767741,3,0.0,0.5032166599589671,0.0442651727357609,0.0385454545454545,0.0525,0.5033175070285644,20.0
21,0.510286415583849,ieee39_mc,multiclass,cpu,random,0.0654276377217553,0.82,0.95,0.688042402267456,0.7859851717948914,phenomenon,3.253337193796979,hard,26.0,0.7086100540286576,0.8014052380648125,transformer,100,100,0.038076923076923,mix,0.311,0.5106323413180456,3,0.0,0.5032166599589671,0.0442651727357609,0.0385454545454545,0.0525,0.5033175070285644,25.0
22,0.5032373251039942,ieee39_mc,multiclass,cpu,random,0.0661552489566141,0.87,0.92,0.7580040693283081,0.7335566878318787,phenomenon,3.904308395264608,hard,51.0,0.4284274136715995,0.6588769865815397,transformer,100,100,0.0358823529411764,mix,0.5775,0.5040699412842546,3,0.0,0.5032166599589671,0.0442651727357609,0.0385454545454545,0.0525,0.5033175070285644,50.0
23,0.5034554058155873,ieee39_mc,multiclass,cpu,random,0.0668475603882246,0.64,0.59,0.5925506949424744,0.4969226419925689,phenomenon,4.289558351920281,hard,87.4,0.0206267324406859,0.3793035257736929,transformer,100,100,0.035059055776375,mix,0.98625,0.5128693174307141,3,0.0,0.5032166599589671,0.0442651727357609,0.0385454545454545,0.0525,0.5033175070285644,100.0
