dataset,threshold,explainer_name,num_test_nodes,gpu,f1_score,recall,precision,auc,fidelity_acc+,fidelity_acc-,fidelity_prob+,fidelity_prob-,mask_sparsity,expl_edges,time,number_of_edges,mask_sparsity_init,non_zero_values_init
syn5,0.8,occlusion,100.0,1.0,0.328293636629746,0.21333333333333335,0.8683453165568205,0.5338691179366016,0.74,1.0,0.6083648204803467,0.8678476810455322,0.9597829580307007,137.14,0.1517,3410.0,0.002346041055718473,3402.0
syn5,0.8,pagerank,100.0,1.0,0.3587492997198879,0.22666666666666668,0.9143333333333333,0.6132516243354992,1.0,1.0,0.8666999340057373,0.8692403435707092,0.9982051849365234,6.12,0.022,3410.0,0.0008445747800586767,3407.12
syn5,0.8,pgmexplainer,100.0,1.0,0.8309955640075992,0.9158333333333333,0.7791603414335175,0.9574084465445956,1.0,0.18,0.8666999340057373,0.13764822483062744,0.9913195967674255,29.6,6.5631,3410.0,0.9833782991202349,56.68
syn5,0.8,random,100.0,1.0,0.01449833152579395,0.3775,0.007391277873601296,0.5037180055128961,0.74,1.0,0.6100893616676331,0.8677992224693298,0.8001729846000671,681.41,0.0,3410.0,0.0002932551319647647,3409.0
syn5,0.8,sa_node,100.0,1.0,0.5071258321142221,0.3575000000000001,0.977047619047619,0.6787258810789525,0.83,0.98,0.7229421734809875,0.8248469829559326,0.9974193572998047,8.8,0.0044,3410.0,0.9833782991202349,56.68
syn5,0.8,subgraphx,100.0,1.0,0.6220085936184333,0.4883333333333333,0.8949242424242424,0.7439687930695018,1.0,0.74,0.8675566911697388,0.5677724480628967,0.9961702227592468,13.06,3.4908,3410.0,0.9961700879765409,13.06
syn5,0.9,distance,100.0,1.0,0.3587492997198879,0.22666666666666668,0.9143333333333333,0.5566164599330576,0.45,1.0,0.43155503273010254,0.8666999340057373,0.9991027116775513,3.06,0.0152,3410.0,0.0012199413489736243,3405.84
syn5,0.9,gnnexplainer,100.0,1.0,0.5747004700224917,0.49499999999999994,0.723105033855034,0.6485588944674149,0.84,0.99,0.7189844250679016,0.8599287271499634,0.9971144199371338,9.84,2.6087,3410.0,0.989724340175953,35.04
syn5,0.9,ig_node,100.0,1.0,0.2731654447203982,0.1716666666666667,0.9024047619047618,0.5857535932270133,0.17,0.92,0.1818830668926239,0.8077632188796997,0.9986275434494019,4.68,0.2175,3410.0,0.7780938416422291,756.7
syn5,0.9,occlusion,100.0,1.0,0.30009705543316484,0.18916666666666668,0.8700119832234872,0.5278466479621973,0.72,1.0,0.5859777927398682,0.8678481578826904,0.9599031805992126,136.73,0.145,3410.0,0.002346041055718473,3402.0
syn5,0.9,pagerank,100.0,1.0,0.3384416074121956,0.21250000000000002,0.9143333333333333,0.6061682910021658,0.95,1.0,0.8291441202163696,0.8692370653152466,0.9983049631118774,5.78,0.0185,3410.0,0.0008445747800586767,3407.12
syn5,0.9,pgmexplainer,100.0,1.0,0.8511552781967062,0.9058333333333333,0.8174051871760851,0.9524608682811578,1.0,0.26,0.8666802048683167,0.19108453392982483,0.9919412732124329,27.48,11.3458,3410.0,0.9833782991202349,56.68
syn5,0.9,random,100.0,1.0,0.012193695299735498,0.1708333333333333,0.006323135039163641,0.4950631275841701,0.5,1.0,0.4089305102825165,0.8678897023200989,0.8998914361000061,341.37,0.0001,3410.0,0.0002932551319647647,3409.0
syn5,0.9,sa_node,100.0,1.0,0.37459655076605536,0.24666666666666665,0.995,0.6233269344359126,0.58,0.96,0.5145426392555237,0.8314078450202942,0.9982463717460632,5.98,0.0038,3410.0,0.9833782991202349,56.68
syn5,0.9,subgraphx,100.0,1.0,0.6295637013074419,0.4941666666666666,0.9093091630591631,0.7469031797597951,1.0,0.73,0.8676514625549316,0.5682018995285034,0.9961643218994141,13.08,5.0218,3410.0,0.9961642228739016,13.08
syn6,0.5,distance,100.0,1.0,0.5302380952380951,0.408,0.9516666666666667,0.601972067039106,0.0,0.64,-0.013474705629050732,0.5895732641220093,0.9994276165962219,2.26,0.0137,3948.0,0.03884498480243162,3794.64
syn6,0.5,gnnexplainer,100.0,1.0,0.27090585356244884,0.64,0.2266040242502907,0.7246088115794821,0.44,0.35,0.3969399929046631,0.32523825764656067,0.9393211603164673,239.56,2.6261,3948.0,0.9335106382978721,262.5
syn6,0.5,ig_node,100.0,1.0,0.1722811414074902,0.5480000000000002,0.11797035902820133,0.39044997460639913,0.42,0.58,0.34451010823249817,0.4476044476032257,0.3568439781665802,2539.18,0.1485,3948.0,0.003150962512664616,3935.56
