dataset,true_label_as_target,hard_mask,sparsity,explainer_name,num_test,fidelity_acc+,fidelity_acc-,fidelity_prob+,fidelity_prob-,fidelity_gnn_acc+,fidelity_gnn_acc-,fidelity_gnn_prob+,fidelity_gnn_prob-,mask_sparsity,expl_edges,mask_size_init,mask_entropy_init,max_avg_init,mask_size_transf,mask_entropy_transf,max_avg_transf,time,number_of_edges,mask_sparsity_init,non_zero_values_init
syn1,False,True,0.0,basic_gnnexplainer,100.0,-1.0,-1.0,-1.0,-1.0,0.791,0.0,0.7078260362148285,0.0,0.9415250301361084,240.33200000000002,240.33200000000002,3.3495491038252667,0.29858212972315823,240.33200000000002,3.3495491038252667,0.29858212972315823,3.22301,4110.0,0.9415250608272506,240.33200000000002
syn1,False,True,0.0,distance,100.0,-1.0,-1.0,-1.0,-1.0,0.791,0.0,0.7078260362148285,0.0,0.01260510627180338,4058.193,4058.193,8.182582653402623,0.07770348901801463,4058.193,8.182582653402623,0.07770348901801463,0.01261,4110.0,0.012605109489051086,4058.193
syn1,False,True,0.0,gnnexplainer,100.0,-1.0,-1.0,-1.0,-1.0,0.791,0.35,0.7078260362148285,0.33514916747808454,0.9415250301361084,240.33200000000002,240.33200000000002,3.3624348762263,0.3066947372217571,240.33200000000002,3.3624348762263,0.3066947372217571,3.3671599999999997,4110.0,0.9415250608272506,240.33200000000002
syn1,False,True,0.0,ig,100.0,-1.0,-1.0,-1.0,-1.0,0.781,0.257,0.7079797208309173,0.2594635356217623,0.06115571081172675,3858.65,3858.65,7.99379248891672,0.6033893475092091,3858.65,7.99379248891672,0.6033893475092091,0.26345999999999997,4110.0,0.06115571776155711,3858.65
syn1,False,True,0.0,occlusion,100.0,-1.0,-1.0,-1.0,-1.0,0.628,0.003,0.6030120611190796,0.0860964149236679,0.002191237866645679,4100.994000000001,4100.994000000001,8.300095441428002,0.8710886596717881,4100.994000000001,8.300095441428002,0.8710886596717881,0.58328,4110.0,0.002191240875912398,4100.994000000001
syn1,False,True,0.0,pagerank,100.0,-1.0,-1.0,-1.0,-1.0,0.791,0.0,0.7078260362148285,0.0,0.27019708454608915,2999.4900000000002,2999.4900000000002,6.3512102193458455,0.0010065864767167848,2999.4900000000002,6.3512102193458455,0.0010065864767167848,0.02,4110.0,0.27019708029197076,2999.4900000000002
syn1,False,True,0.0,pgmexplainer,100.0,-1.0,-1.0,-1.0,-1.0,0.791,0.0,0.707826030254364,0.0020197439851472156,0.825413602590561,717.55,717.55,5.654700750232546,0.2522324544548111,717.55,5.654700750232546,0.2522324544548111,4.16443,4110.0,0.8254136253041361,717.55
syn1,False,True,0.0,random,100.0,-1.0,-1.0,-1.0,-1.0,0.791,0.256,0.707822173833847,0.23484568521380425,0.0012593530002050102,4104.824,4104.824,8.127549676648997,0.47130801128902167,4104.824,8.127549676648997,0.47130801128902167,0.0001,4110.0,0.001259367396593681,4104.824
syn1,False,True,0.0,sa,100.0,-1.0,-1.0,-1.0,-1.0,0.784,0.373,0.7046747028827667,0.3743061780929565,0.0247201889695134,4008.4,4008.4,8.165355445460879,0.880092327797818,4008.4,8.165355445460879,0.880092327797818,0.0033599999999999997,4110.0,0.024720194647201925,4008.4
syn1,False,True,0.7,basic_gnnexplainer,100.0,-1.0,-1.0,-1.0,-1.0,0.787,0.011,0.7039685130119324,0.011068126076133921,0.9453617632389069,224.56300000000002,240.33200000000002,3.372244111478756,0.2998511515735222,224.56300000000002,3.3621403989276244,0.2998024568921679,3.20554,4110.0,0.9415250608272506,240.33200000000002
syn1,False,True,0.7,distance,100.0,-1.0,-1.0,-1.0,-1.0,0.791,0.006,0.7078260362148285,0.003867963852826506,0.6999997496604919,1233.0,4058.193,8.182582653402623,0.07770348901801463,1233.0,7.0589863328544125,0.10964873148148138,0.01253,4110.0,0.012605109489051086,4058.193
syn1,False,True,0.7,gnnexplainer,100.0,-1.0,-1.0,-1.0,-1.0,0.79,0.363,0.7065069913864136,0.3408907696604729,0.9453617632389069,224.56300000000002,240.33200000000002,3.362536060564512,0.2965360394211257,224.56300000000002,3.3524322217406466,0.29663540692432305,3.2414499999999995,4110.0,0.9415250608272506,240.33200000000002
syn1,False,True,0.7,ig,100.0,-1.0,-1.0,-1.0,-1.0,0.302,0.596,0.29859117809683083,0.5153702538460493,0.7139552414417267,1175.643,3858.65,7.99379247934913,0.6033893458215618,1175.643,6.832665623435846,0.6086353390083021,0.19587,4110.0,0.06115571776155711,3858.65
syn1,False,True,0.7,occlusion,100.0,-1.0,-1.0,-1.0,-1.0,0.40099999999999997,0.734,0.3517607614398003,0.6470582574605942,0.700541353225708,1230.774,4100.994000000001,8.300095441428002,0.8710886596717881,1230.774,7.111606210938002,0.8820030869269019,0.55313,4110.0,0.002191240875912398,4100.994000000001
syn1,False,True,0.7,pagerank,100.0,-1.0,-1.0,-1.0,-1.0,0.791,0.0,0.7078260242938995,0.00011202150826647995,0.6999997496604919,1233.0,2999.4900000000002,6.3512102193458455,0.0010065864767167848,1233.0,5.646207697968995,0.00471105124918011,0.02647,4110.0,0.27019708029197076,2999.4900000000002
syn1,False,True,0.7,pgmexplainer,100.0,-1.0,-1.0,-1.0,-1.0,0.791,0.004,0.7078260362148285,0.004460424656281247,0.8738953113555908,518.29,717.55,5.654700750232546,0.2522324544548111,518.29,5.568271271002404,0.28454685289151094,3.3042499999999997,4110.0,0.8254136253041361,717.55
syn1,False,True,0.7,random,100.0,-1.0,-1.0,-1.0,-1.0,0.489,0.693,0.4364300549030304,0.6232755839824676,0.6999997496604919,1233.0,4104.824,8.127549676648997,0.47130801128902167,1233.0,7.111976573360209,0.8348724102399977,0.0001,4110.0,0.001259367396593681,4104.824
syn1,False,True,0.7,sa,100.0,-1.0,-1.0,-1.0,-1.0,0.033999999999999996,0.8640000000000001,0.06038893740624189,0.7334197998046875,0.7060423374176026,1208.165,4008.4,8.16535544154063,0.8800923274200032,1208.165,6.974560649745996,0.8876566221320934,0.00415,4110.0,0.024720194647201925,4008.4
syn1,False,True,0.99,basic_gnnexplainer,100.0,-1.0,-1.0,-1.0,-1.0,0.588,0.34500000000000003,0.505725759267807,0.322202567756176,0.991917735338211,33.218,240.33200000000002,3.3595477879073514,0.2977263696120092,33.218,2.593872797700233,0.3099283192899266,3.9391,4110.0,0.9415250608272506,240.33200000000002
syn1,False,True,0.99,distance,100.0,-1.0,-1.0,-1.0,-1.0,0.791,0.047,0.7078260362148285,0.06824107095599174,0.9900243282318115,41.0,4058.193,8.182582653402623,0.07770348901801463,41.0,3.5409617580927133,0.20808170634920634,0.01247,4110.0,0.012605109489051086,4058.193
syn1,False,True,0.99,gnnexplainer,100.0,-1.0,-1.0,-1.0,-1.0,0.587,0.534,0.5024137884378433,0.4964416176080704,0.991917735338211,33.218,240.33200000000002,3.351217311187019,0.2912698941275516,33.218,2.587220858435503,0.30317396948908043,3.92451,4110.0,0.9415250608272506,240.33200000000002
syn1,False,True,0.99,ig,100.0,-1.0,-1.0,-1.0,-1.0,0.28900000000000003,0.614,0.28508333265781405,0.5312899716198445,0.990025544166565,40.995,3858.65,7.993792487699165,0.6033893473459029,40.995,3.59942615861236,0.6614493124129541,0.18096,4110.0,0.06115571776155711,3858.65
syn1,False,True,0.99,occlusion,100.0,-1.0,-1.0,-1.0,-1.0,0.404,0.736,0.3513375759124756,0.6486188113689423,0.9900243282318115,41.0,4100.994000000001,8.300095442979792,0.8710886623810324,41.0,3.7097302540942705,0.8838294009213176,0.6168899999999999,4110.0,0.002191240875912398,4100.994000000001
syn1,False,True,0.99,pagerank,100.0,-1.0,-1.0,-1.0,-1.0,0.791,0.01,0.7078260242938995,0.010051049548201263,0.9900243282318115,41.0,2999.4900000000002,6.3512102193458455,0.0010065864767167848,41.0,3.205393369767762,0.08012721733065345,0.025280000000000004,4110.0,0.27019708029197076,2999.4900000000002
syn1,False,True,0.99,pgmexplainer,100.0,-1.0,-1.0,-1.0,-1.0,0.72,0.207,0.6466645866632461,0.20493254140019418,0.9903403878211975,39.701,717.55,5.654700750232546,0.2522324544548111,39.701,3.622632978997548,0.5751939015360484,3.2976300000000003,4110.0,0.8254136253041361,717.55
syn1,False,True,0.99,random,100.0,-1.0,-1.0,-1.0,-1.0,0.257,0.79,0.24504736363887786,0.7068572402000427,0.9900243282318115,41.0,4104.824,8.127549676648997,0.47130801128902167,41.0,3.7135677283978716,0.9932611038063257,0.0001,4110.0,0.001259367396593681,4104.824
syn1,False,True,0.99,sa,100.0,-1.0,-1.0,-1.0,-1.0,0.031000000000000007,0.866,0.05743695953860879,0.7336842119693756,0.9900243282318115,41.0,4008.4,8.165355444732073,0.880092327043088,41.0,3.6837479737344467,0.9071656647499383,0.00412,4110.0,0.024720194647201925,4008.4
syn1,False,True,0.997,basic_gnnexplainer,100.0,-1.0,-1.0,-1.0,-1.0,0.42300000000000004,0.636,0.3602908760309219,0.5867918610572815,0.9970800876617432,12.0,240.33200000000002,3.374211287535912,0.2958555953885254,12.0,2.2160673986767145,0.8389291022110517,3.60116,4110.0,0.9415250608272506,240.33200000000002
syn1,False,True,0.997,distance,100.0,-1.0,-1.0,-1.0,-1.0,0.748,0.314,0.6612514436244965,0.3029763177037239,0.9970800876617432,12.0,4058.193,8.182582653402623,0.07770348901801463,12.0,2.3789503433022436,0.40991190476190453,0.012620000000000001,4110.0,0.012605109489051086,4058.193
